"FTE Staffing Report for 2010-11"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Special Education - Teachers and Instructors","Certified",1.5
="Amistad Academy District",="Special Education - Teachers and Instructors",="Certified",3.0
="Andover School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Ansonia School District",="Special Education - Teachers and Instructors",="Certified",22.0
="Area Cooperative Educational Services",="Special Education - Teachers and Instructors",="Certified",89.0
="Ashford School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Avon School District",="Special Education - Teachers and Instructors",="Certified",29.0
="Barkhamsted School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Berlin School District",="Special Education - Teachers and Instructors",="Certified",34.3
="Bethany School District",="Special Education - Teachers and Instructors",="Certified",7.0
="Bethel School District",="Special Education - Teachers and Instructors",="Certified",34.0
="Bloomfield School District",="Special Education - Teachers and Instructors",="Certified",25.0
="Bolton School District",="Special Education - Teachers and Instructors",="Certified",7.1
="Bozrah School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Branford School District",="Special Education - Teachers and Instructors",="Certified",32.5
="Bridgeport Achievement First District",="Special Education - Teachers and Instructors",="Certified",1.7
="Bridgeport School District",="Special Education - Teachers and Instructors",="Certified",226.5
="Bristol School District",="Special Education - Teachers and Instructors",="Certified",79.7
="Brookfield School District",="Special Education - Teachers and Instructors",="Certified",18.8
="Brooklyn School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Canaan School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Canterbury School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Canton School District",="Special Education - Teachers and Instructors",="Certified",15.4
="Capitol Region Education Council",="Special Education - Teachers and Instructors",="Certified",115.8
="Chaplin School District",="Special Education - Teachers and Instructors",="Certified",2.0
="Charter School for Young Children on Asylum Hill District",="Special Education - Teachers and Instructors",="Certified",1.0
="Cheshire School District",="Special Education - Teachers and Instructors",="Certified",46.1
="Chester School District",="Special Education - Teachers and Instructors",="Certified",4.0
