"FTE Staffing Report for 2014-15"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",46.0
="Amistad Academy District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",50.8
="Andover School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.4
="Ansonia School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",91.7
="Area Cooperative Educational Services",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",53.6
="Ashford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.7
="Avon School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",116.2
="Barkhamsted School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.8
="Berlin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",106.6
="Bethany School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.9
="Bethel School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",118.4
="Bloomfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",143.8
="Bolton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",40.4
="Bozrah School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.2
="Branford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",142.0
="Brass City Charter School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.4
="Bridgeport School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",929.1
="Bristol School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",378.7
="Brookfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",115.7
="Brooklyn School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",61.0
="Canaan School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.6
="Canterbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.5
="Canton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",84.2
="Capitol Region Education Council",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",736.7
="Chaplin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0
="Cheshire School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",193.0
="Chester School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.3
="Clinton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",78.9
="Colchester School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",107.6
="Colebrook School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.6
="Columbia School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",19.9
="Common Ground High School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0
="Connecticut Technical High School System",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",401.2
="Cooperative Educational Services",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",54.8
="Cornwall School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.2
="Coventry School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",81.1
="Cromwell School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",96.3
="Danbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",353.3
="Darien School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",147.8
="Deep River School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.4
="Derby School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",59.5
="East Granby School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.2
="East Haddam School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",72.5
="East Hampton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",71.4
="East Hartford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",400.0
="East Haven School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",135.3
="East Lyme School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",146.6
="East Windsor School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",39.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",138.4
="Eastford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.7
="Easton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",34.5
="EdAdvance",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",213.0
="Ellington School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",105.9
="Elm City College Preparatory School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24.0
="Elm City Montessori School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.6
="Enfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",186.2
="Essex School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.1
="Explorations District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",1.8
="Fairfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",424.6
="Farmington School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",187.5
="Franklin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.5
="Glastonbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",308.1
="Granby School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",83.9
="Great Oaks Charter School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.0
="Greenwich School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",388.6
="Griswold School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",93.2
="Groton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",236.2
="Guilford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",156.4
="Hamden School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",293.6
="Hampton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.4
="Hartford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",976.7
="Hartland School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0
="Hebron School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",42.0
="Highville Charter School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0
="Integrated Day Charter School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0
="Interdistrict School for Arts and Comm District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.4
