"FTE Staffing Report for 2004-05"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Special Education - Teachers and Instructors","Certified",1.0
="Andover School District",="Special Education - Teachers and Instructors",="Certified",2.5
="Ansonia School District",="Special Education - Teachers and Instructors",="Certified",20.8
="Area Cooperative Educational Services",="Special Education - Teachers and Instructors",="Certified",86.4
="Ashford School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Avon School District",="Special Education - Teachers and Instructors",="Certified",16.0
="Barkhamsted School District",="Special Education - Teachers and Instructors",="Certified",2.9
="Berlin School District",="Special Education - Teachers and Instructors",="Certified",31.3
="Bethany School District",="Special Education - Teachers and Instructors",="Certified",3.5
="Bethel School District",="Special Education - Teachers and Instructors",="Certified",29.7
="Bloomfield School District",="Special Education - Teachers and Instructors",="Certified",27.3
="Bolton School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Bozrah School District",="Special Education - Teachers and Instructors",="Certified",3.5
="Branford School District",="Special Education - Teachers and Instructors",="Certified",31.8
="Bridgeport School District",="Special Education - Teachers and Instructors",="Certified",232.1
="Bristol School District",="Special Education - Teachers and Instructors",="Certified",72.2
="Brookfield School District",="Special Education - Teachers and Instructors",="Certified",19.4
="Brooklyn School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Canaan School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Canterbury School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Canton School District",="Special Education - Teachers and Instructors",="Certified",12.0
="Capitol Region Education Council",="Special Education - Teachers and Instructors",="Certified",86.4
="Chaplin School District",="Special Education - Teachers and Instructors",="Certified",2.0
="Cheshire School District",="Special Education - Teachers and Instructors",="Certified",43.9
="Chester School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Clinton School District",="Special Education - Teachers and Instructors",="Certified",25.5
="Colchester School District",="Special Education - Teachers and Instructors",="Certified",25.0
="Colebrook School District",="Special Education - Teachers and Instructors",="Certified",1.3
="Columbia School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Connecticut Technical High School System",="Special Education - Teachers and Instructors",="Certified",75.7
="Cooperative Educational Services",="Special Education - Teachers and Instructors",="Certified",44.6
="Cornwall School District",="Special Education - Teachers and Instructors",="Certified",2.0
="Coventry School District",="Special Education - Teachers and Instructors",="Certified",20.0
="Cromwell School District",="Special Education - Teachers and Instructors",="Certified",20.0
="Danbury School District",="Special Education - Teachers and Instructors",="Certified",92.1
="Darien School District",="Special Education - Teachers and Instructors",="Certified",40.0
="Deep River School District",="Special Education - Teachers and Instructors",="Certified",6.6
="Derby School District",="Special Education - Teachers and Instructors",="Certified",13.0
="East Granby School District",="Special Education - Teachers and Instructors",="Certified",6.0
="East Haddam School District",="Special Education - Teachers and Instructors",="Certified",13.5
