"FTE Staffing Report for 2003-04"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",4.4
="Andover School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.8
="Ansonia School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",97.5
="Area Cooperative Educational Services",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",72.1
="Ashford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.0
="Avon School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",89.8
="Barkhamsted School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.6
="Berlin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",112.2
="Bethany School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.9
="Bethel School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",107.8
="Bloomfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",150.4
="Bolton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",37.5
="Bozrah School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.5
="Branford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",143.5
="Bridgeport School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",871.8
="Bristol School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",336.7
="Brookfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",158.9
="Brooklyn School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",37.4
="Canaan School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.5
="Canterbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",30.4
="Canton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",74.2
="Capitol Region Education Council",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",180.1
="Chaplin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5
="Cheshire School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",194.4
="Chester School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0
