"Smarter Balanced Assessments, 2015-16"
"State of Connecticut, ELA and Math, All Grades, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","Grade","Subject","Free/Reduced Price Meal Eligibility (2-level)","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"State of Connecticut",03,"ELA","N",22866,22598,98.8,22587,2470,10.9,4325,19.1,5886,26.1,9906,43.9,15792,69.9,2471
"State of Connecticut",03,"ELA","Y",16441,16357,99.5,16351,6414,39.2,4725,28.9,3186,19.5,2026,12.4,5212,31.9,2393
"State of Connecticut",03,"Math","N",22864,22576,98.7,22565,2475,11.0,4428,19.6,8055,35.7,7607,33.7,15662,69.4,2468
"State of Connecticut",03,"Math","Y",16432,16308,99.2,16302,6672,40.9,4774,29.3,3627,22.2,1229,7.5,4856,29.8,2396
"State of Connecticut",04,"ELA","N",22847,22553,98.7,22543,2974,13.2,3391,15.0,5843,25.9,10335,45.8,16178,71.8,2516
"State of Connecticut",04,"ELA","Y",16003,15911,99.4,15905,7266,45.7,3463,21.8,3134,19.7,2042,12.8,5176,32.5,2430
"State of Connecticut",04,"Math","N",22843,22526,98.6,22512,2064,9.2,5858,26.0,7765,34.5,6825,30.3,14590,64.8,2510
"State of Connecticut",04,"Math","Y",15999,15876,99.2,15872,6174,38.9,5887,37.1,2811,17.7,1000,6.3,3811,24.0,2433
"State of Connecticut",05,"ELA","N",23815,23531,98.8,23522,2656,11.3,3564,15.2,7928,33.7,9374,39.9,17302,73.6,2551
"State of Connecticut",05,"ELA","Y",15578,15496,99.5,15485,6311,40.8,3576,23.1,3957,25.6,1641,10.6,5598,36.2,2466
"State of Connecticut",05,"Math","N",23811,23498,98.7,23494,3758,16.0,6505,27.7,5940,25.3,7291,31.0,13231,56.3,2535
"State of Connecticut",05,"Math","Y",15570,15453,99.2,15444,8311,53.8,4458,28.9,1763,11.4,912,5.9,2675,17.3,2450
"State of Connecticut",06,"ELA","N",24394,24029,98.5,24019,2676,11.1,4718,19.6,9068,37.8,7557,31.5,16625,69.2,2569
"State of Connecticut",06,"ELA","Y",15188,15052,99.1,15047,5872,39.0,4310,28.6,3792,25.2,1073,7.1,4865,32.3,2484
"State of Connecticut",06,"Math","N",24390,23973,98.3,23966,3750,15.6,7002,29.2,6342,26.5,6872,28.7,13214,55.1,2558
"State of Connecticut",06,"Math","Y",15183,15003,98.8,14996,7789,51.9,4620,30.8,1823,12.2,764,5.1,2587,17.3,2462
"State of Connecticut",07,"ELA","N",25421,24936,98.1,24928,2923,11.7,4795,19.2,10208,40.9,7002,28.1,17210,69.0,2591
"State of Connecticut",07,"ELA","Y",15320,15156,98.9,15147,6106,40.3,4138,27.3,3882,25.6,1021,6.7,4903,32.4,2506
"State of Connecticut",07,"Math","N",25418,24882,97.9,24876,3943,15.9,7012,28.2,7124,28.6,6797,27.3,13921,56.0,2575
"State of Connecticut",07,"Math","Y",15311,15089,98.6,15078,7683,51.0,4606,30.5,2054,13.6,735,4.9,2789,18.5,2477
"State of Connecticut",08,"ELA","N",25121,24592,97.9,24578,2704,11.0,4971,20.2,10585,43.1,6318,25.7,16903,68.8,2605
"State of Connecticut",08,"ELA","Y",15026,14777,98.3,14772,5534,37.5,4321,29.3,4063,27.5,854,5.8,4917,33.3,2521
"State of Connecticut",08,"Math","N",25114,24500,97.6,24485,5134,21.0,6050,24.7,5985,24.4,7316,29.9,13301,54.3,2590
"State of Connecticut",08,"Math","Y",15025,14700,97.8,14694,8503,57.9,3693,25.1,1646,11.2,852,5.8,2498,17.0,2486

