"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","Grade","Free/Reduced Price Meal Eligibility (2-level)","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"Achievement First Hartford Academy Inc. District","=""2880013""",03,"Y",90,89,98.9,89,24,27.0,22,24.7,21,23.6,22,24.7,43,48.3,2423
"Achievement First Hartford Academy Inc. District","=""2880013""",04,"Y",91,91,100.0,91,24,26.4,16,17.6,23,25.3,28,30.8,51,56.0,2479
"Achievement First Hartford Academy Inc. District","=""2880013""",05,"Y",144,144,100.0,144,57,39.6,37,25.7,34,23.6,16,11.1,50,34.7,2467
"Achievement First Hartford Academy Inc. District","=""2880013""",06,"Y",145,144,99.3,144,42,29.2,39,27.1,46,31.9,17,11.8,63,43.8,2512
"Achievement First Hartford Academy Inc. District","=""2880013""",07,"Y",57,57,100.0,57,"*","*",19,33.3,21,36.8,"*","*","*","*",2531
"Achievement First Hartford Academy Inc. District","=""2880013""",08,"Y",65,64,98.5,64,10,15.6,22,34.4,20,31.3,12,18.8,32,50.0,2577
"Amistad Academy District","=""2790013""",03,"Y",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*",2452
"Amistad Academy District","=""2790013""",03,"N",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"Y",84,83,98.8,83,"*","*","*","*","*","*","*","*","*","*",2481
"Amistad Academy District","=""2790013""",04,"N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",05,"Y",80,79,98.8,79,"*","*","*","*","*","*","*","*","*","*",2501
"Amistad Academy District","=""2790013""",05,"N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",06,"Y",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*",2508
"Amistad Academy District","=""2790013""",06,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",07,"Y",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*",2541
"Amistad Academy District","=""2790013""",07,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",08,"Y",64,63,98.4,63,"*","*","*","*","*","*","*","*","*","*",2554
"Amistad Academy District","=""2790013""",08,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"N",23,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"N",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*",2537
"Andover School District","=""0010011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"N",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*",2592
"Ansonia School District","=""0020011""",03,"Y",116,116,100.0,116,39,33.6,37,31.9,26,22.4,14,12.1,40,34.5,2398
"Ansonia School District","=""0020011""",03,"N",56,54,96.4,54,12,22.2,14,25.9,16,29.6,12,22.2,28,51.9,2424
"Ansonia School District","=""0020011""",04,"Y",115,114,99.1,114,39,34.2,36,31.6,25,21.9,14,12.3,39,34.2,2441
"Ansonia School District","=""0020011""",04,"N",51,51,100.0,51,13,25.5,12,23.5,16,31.4,10,19.6,26,51.0,2475
"Ansonia School District","=""0020011""",05,"Y",124,124,100.0,124,64,51.6,30,24.2,"*","*","*","*",30,24.2,2446
"Ansonia School District","=""0020011""",05,"N",60,60,100.0,60,17,28.3,"*","*",18,30.0,"*","*","*","*",2489
"Ansonia School District","=""0020011""",06,"Y",121,117,96.7,117,45,38.5,32,27.4,28,23.9,12,10.3,40,34.2,2490
"Ansonia School District","=""0020011""",06,"N",55,55,100.0,55,12,21.8,17,30.9,19,34.5,7,12.7,26,47.3,2531
"Ansonia School District","=""0020011""",07,"Y",114,107,93.9,107,57,53.3,34,31.8,"*","*","*","*",16,15.0,2472
"Ansonia School District","=""0020011""",07,"N",57,56,98.2,56,23,41.1,19,33.9,"*","*","*","*",14,25.0,2492
"Ansonia School District","=""0020011""",08,"Y",136,134,98.5,134,53,39.6,40,29.9,35,26.1,6,4.5,41,30.6,2512
"Ansonia School District","=""0020011""",08,"N",49,49,100.0,49,15,30.6,12,24.5,15,30.6,7,14.3,22,44.9,2551
"Area Cooperative Educational Services","=""2440014""",03,"Y",52,50,96.2,50,29,58.0,14,28.0,"*","*","*","*",7,14.0,2354
"Area Cooperative Educational Services","=""2440014""",03,"N",37,37,100.0,37,7,18.9,10,27.0,"*","*","*","*",20,54.1,2443
"Area Cooperative Educational Services","=""2440014""",04,"Y",74,73,98.6,73,43,58.9,18,24.7,"*","*","*","*",12,16.4,2387
"Area Cooperative Educational Services","=""2440014""",04,"N",29,28,96.6,28,10,35.7,6,21.4,"*","*","*","*",12,42.9,2452
"Area Cooperative Educational Services","=""2440014""",05,"Y",66,66,100.0,66,41,62.1,"*","*",13,19.7,"*","*","*","*",2418
"Area Cooperative Educational Services","=""2440014""",05,"N",31,30,96.8,30,8,26.7,"*","*",11,36.7,"*","*","*","*",2503
"Area Cooperative Educational Services","=""2440014""",06,"Y",218,218,100.0,218,102,46.8,56,25.7,49,22.5,11,5.0,60,27.5,2473
"Area Cooperative Educational Services","=""2440014""",06,"N",132,132,100.0,132,25,18.9,35,26.5,44,33.3,28,21.2,72,54.5,2536
"Area Cooperative Educational Services","=""2440014""",07,"Y",221,218,98.6,218,92,42.2,58,26.6,57,26.1,11,5.0,68,31.2,2501
"Area Cooperative Educational Services","=""2440014""",07,"N",110,109,99.1,109,20,18.3,28,25.7,36,33.0,25,22.9,61,56.0,2569
"Area Cooperative Educational Services","=""2440014""",08,"Y",196,193,98.5,193,86,44.6,43,22.3,50,25.9,14,7.3,64,33.2,2515
"Area Cooperative Educational Services","=""2440014""",08,"N",121,121,100.0,120,17,14.2,34,28.3,47,39.2,22,18.3,69,57.5,2580
"Ashford School District","=""0030011""",03,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"N",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*",2466
"Ashford School District","=""0030011""",04,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"N",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*",2521
"Ashford School District","=""0030011""",05,"Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2568
"Ashford School District","=""0030011""",06,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"N",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*",2535
"Ashford School District","=""0030011""",07,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"N",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*",2590
"Ashford School District","=""0030011""",08,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"N",223,223,100.0,223,"*","*","*","*","*","*","*","*","*","*",2498
"Avon School District","=""0040011""",04,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",04,"N",207,206,99.5,206,"*","*","*","*","*","*","*","*","*","*",2548
"Avon School District","=""0040011""",05,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",05,"N",254,254,100.0,254,"*","*","*","*","*","*","*","*","*","*",2576
"Avon School District","=""0040011""",06,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"N",269,268,99.6,268,"*","*","*","*","*","*","*","*","*","*",2610
"Avon School District","=""0040011""",07,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"N",254,254,100.0,254,"*","*","*","*","*","*","*","*","*","*",2638
"Avon School District","=""0040011""",08,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"N",259,257,99.2,257,"*","*","*","*","*","*","*","*","*","*",2637
"Barkhamsted School District","=""0050011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
