"Smarter Balanced Assessments, 2014-15"
"State of Connecticut, ELA and Math, All Grades, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","Grade","Subject","Free/Reduced Price Meal Eligibility (2-level)","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"State of Connecticut",03,"ELA","N",22861,22425,98.1,22393,2466,11.0,4286,19.1,6133,27.4,9508,42.5,15641,69.8,2469
"State of Connecticut",03,"ELA","Y",15897,15616,98.2,15592,6296,40.4,4581,29.4,2955,19.0,1760,11.3,4715,30.2,2390
"State of Connecticut",03,"Math","N",22861,22511,98.5,22501,3008,13.4,4971,22.1,8398,37.3,6124,27.2,14522,64.5,2457
"State of Connecticut",03,"Math","Y",15893,15765,99.2,15748,7462,47.4,4553,28.9,2911,18.5,822,5.2,3733,23.7,2384
"State of Connecticut",04,"ELA","N",23959,23547,98.3,23521,3082,13.1,3889,16.5,6411,27.3,10139,43.1,16550,70.4,2512
"State of Connecticut",04,"ELA","Y",15366,15099,98.3,15076,6876,45.6,3552,23.6,2949,19.6,1699,11.3,4648,30.8,2427
"State of Connecticut",04,"Math","N",23963,23646,98.7,23640,2614,11.1,7012,29.7,8209,34.7,5805,24.6,14014,59.3,2499
"State of Connecticut",04,"Math","Y",15357,15199,99.0,15188,6400,42.1,5734,37.8,2390,15.7,664,4.4,3054,20.1,2425
"State of Connecticut",05,"ELA","N",24443,24026,98.3,23999,2757,11.5,3621,15.1,8877,37.0,8744,36.4,17621,73.4,2547
"State of Connecticut",05,"ELA","Y",15111,14832,98.2,14816,6014,40.6,3716,25.1,3808,25.7,1278,8.6,5086,34.3,2464
"State of Connecticut",05,"Math","N",24446,24106,98.6,24090,4507,18.7,7452,30.9,5940,24.7,6191,25.7,12131,50.4,2524
"State of Connecticut",05,"Math","Y",15105,14967,99.1,14952,8530,57.0,4230,28.3,1530,10.2,662,4.4,2192,14.7,2444
"State of Connecticut",06,"ELA","N",25461,24982,98.1,24949,2330,9.3,5230,21.0,10186,40.8,7203,28.9,17389,69.7,2568
"State of Connecticut",06,"ELA","Y",15080,14794,98.1,14760,5377,36.4,4729,32.0,3715,25.2,939,6.4,4654,31.5,2487
"State of Connecticut",06,"Math","N",25461,25014,98.2,24998,4473,17.9,7928,31.7,6700,26.8,5897,23.6,12597,50.4,2547
"State of Connecticut",06,"Math","Y",15078,14890,98.8,14872,8120,54.6,4534,30.5,1663,11.2,555,3.7,2218,14.9,2456
"State of Connecticut",07,"ELA","N",25136,24503,97.5,24467,2612,10.7,4515,18.5,11077,45.3,6263,25.6,17340,70.9,2591
"State of Connecticut",07,"ELA","Y",14814,14356,96.9,14313,5586,39.0,3933,27.5,3970,27.7,824,5.8,4794,33.5,2508
"State of Connecticut",07,"Math","N",25142,24563,97.7,24529,4583,18.7,7220,29.4,6875,28.0,5851,23.9,12726,51.9,2565
"State of Connecticut",07,"Math","Y",14807,14498,97.9,14471,7826,54.1,4334,29.9,1680,11.6,631,4.4,2311,16.0,2471
"State of Connecticut",08,"ELA","N",26256,25474,97.0,25427,2690,10.6,5687,22.4,10994,43.2,6056,23.8,17050,67.1,2601
"State of Connecticut",08,"ELA","Y",14729,14238,96.7,14182,5208,36.7,4654,32.8,3667,25.9,653,4.6,4320,30.5,2520
"State of Connecticut",08,"Math","N",26253,25508,97.2,25480,6089,23.9,6826,26.8,6055,23.8,6510,25.5,12565,49.3,2578
"State of Connecticut",08,"Math","Y",14729,14312,97.2,14282,8803,61.6,3487,24.4,1398,9.8,594,4.2,1992,13.9,2476
"State of Connecticut",11,"ELA","N",27307,22287,81.6,22109,3471,15.7,4770,21.6,7837,35.4,6031,27.3,13868,62.7,2608
"State of Connecticut",11,"ELA","Y",12549,10387,82.8,10259,3696,36.0,3164,30.8,2604,25.4,795,7.7,3399,33.1,2533
"State of Connecticut",11,"Math","N",27306,22071,80.8,21962,7765,35.4,5493,25.0,5200,23.7,3504,16.0,8704,39.6,2588
"State of Connecticut",11,"Math","Y",12559,10257,81.7,10215,7158,70.1,1957,19.2,869,8.5,231,2.3,1100,10.8,2490

