"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","Grade","Free/Reduced Price Meal Eligibility (2-level)","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"Achievement First Hartford Academy Inc. District","=""2880013""",03,"Y",79,78,98.7,78,13,16.7,22,28.2,32,41.0,11,14.1,43,55.1,2437
"Achievement First Hartford Academy Inc. District","=""2880013""",04,"Y",80,80,100.0,80,11,13.8,32,40.0,29,36.3,8,10.0,37,46.3,2475
"Achievement First Hartford Academy Inc. District","=""2880013""",05,"Y",146,146,100.0,146,85,58.2,46,31.5,"*","*","*","*",15,10.3,2436
"Achievement First Hartford Academy Inc. District","=""2880013""",06,"Y",79,79,100.0,79,47,59.5,21,26.6,"*","*","*","*",11,13.9,2440
"Achievement First Hartford Academy Inc. District","=""2880013""",07,"Y",77,74,96.1,74,35,47.3,22,29.7,10,13.5,7,9.5,17,23.0,2495
"Achievement First Hartford Academy Inc. District","=""2880013""",08,"Y",59,59,100.0,58,42,72.4,12,20.7,"*","*","*","*","*","*",2447
"Achievement First Hartford Academy Inc. District","=""2880013""",11,"Y",31,31,100.0,31,9,29.0,"*","*",11,35.5,"*","*","*","*",2584
"Amistad Academy District","=""2790013""",03,"Y",82,81,98.8,81,"*","*","*","*","*","*","*","*","*","*",2431
"Amistad Academy District","=""2790013""",03,"N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"Y",65,65,100.0,65,"*","*","*","*","*","*","*","*","*","*",2488
"Amistad Academy District","=""2790013""",04,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",05,"Y",61,59,96.7,59,28,47.5,25,42.4,"*","*","*","*","*","*",2458
"Amistad Academy District","=""2790013""",05,"N",29,29,100.0,29,14,48.3,"*","*","*","*",0,0.0,"*","*",2445
"Amistad Academy District","=""2790013""",06,"Y",71,71,100.0,71,"*","*",26,36.6,21,29.6,"*","*","*","*",2504
