"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","Grade","High Needs (F, R, ELL or SWD)","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"Achievement First Hartford Academy Inc. District","=""2880013""",03,"Y",90,89,98.9,89,24,27.0,22,24.7,21,23.6,22,24.7,43,48.3,2423
"Achievement First Hartford Academy Inc. District","=""2880013""",04,"Y",91,91,100.0,91,24,26.4,16,17.6,23,25.3,28,30.8,51,56.0,2479
"Achievement First Hartford Academy Inc. District","=""2880013""",05,"Y",144,144,100.0,144,57,39.6,37,25.7,34,23.6,16,11.1,50,34.7,2467
"Achievement First Hartford Academy Inc. District","=""2880013""",06,"Y",145,144,99.3,144,42,29.2,39,27.1,46,31.9,17,11.8,63,43.8,2512
"Achievement First Hartford Academy Inc. District","=""2880013""",07,"Y",57,57,100.0,57,"*","*",19,33.3,21,36.8,"*","*","*","*",2531
"Achievement First Hartford Academy Inc. District","=""2880013""",08,"Y",65,64,98.5,64,10,15.6,22,34.4,20,31.3,12,18.8,32,50.0,2577
"Amistad Academy District","=""2790013""",03,"Y",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*",2452
"Amistad Academy District","=""2790013""",03,"N",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"Y",84,83,98.8,83,"*","*","*","*","*","*","*","*","*","*",2481
"Amistad Academy District","=""2790013""",04,"N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",05,"Y",80,79,98.8,79,"*","*","*","*","*","*","*","*","*","*",2501
"Amistad Academy District","=""2790013""",05,"N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",06,"Y",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*",2508
"Amistad Academy District","=""2790013""",06,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",07,"Y",73,73,100.0,73,"*","*","*","*","*","*","*","*","*","*",2534
"Amistad Academy District","=""2790013""",07,"N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",08,"Y",64,63,98.4,63,"*","*","*","*","*","*","*","*","*","*",2554
"Amistad Academy District","=""2790013""",08,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"N",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2459
"Andover School District","=""0010011""",04,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"N",30,30,100.0,30,0,0.0,"*","*","*","*","*","*","*","*",2542
"Andover School District","=""0010011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"N",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*",2617
"Ansonia School District","=""0020011""",03,"Y",124,124,100.0,124,42,33.9,40,32.3,27,21.8,15,12.1,42,33.9,2397
"Ansonia School District","=""0020011""",03,"N",48,46,95.8,46,9,19.6,11,23.9,15,32.6,11,23.9,26,56.5,2432
"Ansonia School District","=""0020011""",04,"Y",119,118,99.2,118,42,35.6,37,31.4,25,21.2,14,11.9,39,33.1,2439
"Ansonia School District","=""0020011""",04,"N",47,47,100.0,47,10,21.3,11,23.4,16,34.0,10,21.3,26,55.3,2482
"Ansonia School District","=""0020011""",05,"Y",133,133,100.0,133,72,54.1,30,22.6,"*","*","*","*",31,23.3,2440
"Ansonia School District","=""0020011""",05,"N",51,51,100.0,51,"*","*",11,21.6,17,33.3,"*","*","*","*",2511
"Ansonia School District","=""0020011""",06,"Y",126,122,96.8,122,48,39.3,33,27.0,29,23.8,12,9.8,41,33.6,2489
"Ansonia School District","=""0020011""",06,"N",50,50,100.0,50,9,18.0,16,32.0,18,36.0,7,14.0,25,50.0,2538
