"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","Grade","Free/Reduced Price Meal Eligibility (3-level)","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"Achievement First Hartford Academy Inc. District","=""2880013""",03,"F",79,79,100.0,79,25,31.6,18,22.8,21,26.6,15,19.0,36,45.6,2419
"Achievement First Hartford Academy Inc. District","=""2880013""",04,"F",80,80,100.0,80,26,32.5,17,21.3,24,30.0,13,16.3,37,46.3,2458
"Achievement First Hartford Academy Inc. District","=""2880013""",05,"F",146,146,100.0,146,61,41.8,30,20.5,46,31.5,9,6.2,55,37.7,2465
"Achievement First Hartford Academy Inc. District","=""2880013""",06,"F",79,79,100.0,79,24,30.4,28,35.4,20,25.3,7,8.9,27,34.2,2492
"Achievement First Hartford Academy Inc. District","=""2880013""",07,"F",77,74,96.1,74,22,29.7,20,27.0,25,33.8,7,9.5,32,43.2,2527
"Achievement First Hartford Academy Inc. District","=""2880013""",08,"F",59,59,100.0,58,"*","*",19,32.8,18,31.0,"*","*","*","*",2525
"Achievement First Hartford Academy Inc. District","=""2880013""",11,"F",31,31,100.0,31,"*","*","*","*",12,38.7,8,25.8,20,64.5,2622
"Amistad Academy District","=""2790013""",03,"F",71,70,98.6,70,17,24.3,23,32.9,12,17.1,18,25.7,30,42.9,2426
"Amistad Academy District","=""2790013""",03,"N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",03,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"F",57,57,100.0,57,17,29.8,10,17.5,14,24.6,16,28.1,30,52.6,2474
"Amistad Academy District","=""2790013""",04,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",05,"F",58,57,98.3,57,19,33.3,18,31.6,"*","*","*","*",20,35.1,2473
"Amistad Academy District","=""2790013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",06,"F",60,60,100.0,60,14,23.3,13,21.7,25,41.7,8,13.3,33,55.0,2521
"Amistad Academy District","=""2790013""",06,"N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2524
"Amistad Academy District","=""2790013""",06,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",07,"F",43,43,100.0,43,7,16.3,14,32.6,16,37.2,6,14.0,22,51.2,2548
"Amistad Academy District","=""2790013""",07,"N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2551
"Amistad Academy District","=""2790013""",07,"R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",08,"F",39,39,100.0,39,9,23.1,"*","*",16,41.0,"*","*","*","*",2563
"Amistad Academy District","=""2790013""",08,"N",29,29,100.0,29,"*","*",11,37.9,"*","*",7,24.1,"*","*",2595
"Amistad Academy District","=""2790013""",08,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",11,"F",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",11,"N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",11,"R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"N",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*",2495
"Andover School District","=""0010011""",04,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"N",41,39,95.1,39,"*","*","*","*",12,30.8,22,56.4,34,87.2,2589
"Andover School District","=""0010011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"N",35,34,97.1,34,0,0.0,7,20.6,12,35.3,15,44.1,27,79.4,2598
"Andover School District","=""0010011""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",03,"F",103,103,100.0,103,35,34.0,38,36.9,"*","*","*","*","*","*",2397
"Ansonia School District","=""0020011""",03,"N",60,60,100.0,60,"*","*","*","*","*","*",19,31.7,"*","*",2443
"Ansonia School District","=""0020011""",03,"R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",04,"F",97,97,100.0,97,45,46.4,24,24.7,"*","*","*","*","*","*",2431
"Ansonia School District","=""0020011""",04,"N",69,67,97.1,67,22,32.8,"*","*","*","*",16,23.9,"*","*",2461
"Ansonia School District","=""0020011""",04,"R",22,22,100.0,22,10,45.5,8,36.4,"*","*","*","*","*","*",2432
"Ansonia School District","=""0020011""",05,"F",99,99,100.0,99,37,37.4,35,35.4,"*","*","*","*",27,27.3,2456
"Ansonia School District","=""0020011""",05,"N",54,53,98.1,53,14,26.4,"*","*",19,35.8,"*","*","*","*",2499
"Ansonia School District","=""0020011""",05,"R",22,22,100.0,22,9,40.9,"*","*",6,27.3,"*","*","*","*",2474
"Ansonia School District","=""0020011""",06,"F",98,98,100.0,98,38,38.8,39,39.8,"*","*","*","*",21,21.4,2472
"Ansonia School District","=""0020011""",06,"N",56,56,100.0,56,"*","*","*","*","*","*","*","*","*","*",2488
"Ansonia School District","=""0020011""",06,"R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",07,"F",112,108,96.4,108,41,38.0,37,34.3,"*","*","*","*",30,27.8,2505
"Ansonia School District","=""0020011""",07,"N",51,51,100.0,51,"*","*",17,33.3,19,37.3,"*","*","*","*",2544
"Ansonia School District","=""0020011""",07,"R",24,24,100.0,24,"*","*",9,37.5,8,33.3,"*","*","*","*",2532
"Ansonia School District","=""0020011""",08,"F",117,114,97.4,114,56,49.1,35,30.7,"*","*","*","*",23,20.2,2501
"Ansonia School District","=""0020011""",08,"N",66,65,98.5,65,"*","*",15,23.1,20,30.8,"*","*","*","*",2547
"Ansonia School District","=""0020011""",08,"R",28,28,100.0,28,"*","*",8,28.6,13,46.4,"*","*","*","*",2582
"Ansonia School District","=""0020011""",11,"F",53,50,94.3,50,"*","*",18,36.0,19,38.0,"*","*","*","*",2583
"Ansonia School District","=""0020011""",11,"N",52,46,88.5,46,"*","*","*","*","*","*",17,37.0,"*","*",2635
"Ansonia School District","=""0020011""",11,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",03,"F",49,49,100.0,49,29,59.2,13,26.5,"*","*","*","*","*","*",2357
"Area Cooperative Educational Services","=""2440014""",03,"N",42,41,97.6,40,"*","*","*","*",7,17.5,8,20.0,15,37.5,2398
"Area Cooperative Educational Services","=""2440014""",03,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",04,"F",49,47,95.9,47,32,68.1,"*","*","*","*","*","*","*","*",2383
"Area Cooperative Educational Services","=""2440014""",04,"N",37,35,94.6,35,"*","*",13,37.1,8,22.9,"*","*","*","*",2448
"Area Cooperative Educational Services","=""2440014""",04,"R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",05,"F",42,42,100.0,41,19,46.3,14,34.1,"*","*","*","*","*","*",2442
"Area Cooperative Educational Services","=""2440014""",05,"N",41,41,100.0,41,"*","*","*","*",17,41.5,9,22.0,26,63.4,2512
"Area Cooperative Educational Services","=""2440014""",05,"R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",06,"F",172,169,98.3,168,58,34.5,61,36.3,43,25.6,6,3.6,49,29.2,2481
"Area Cooperative Educational Services","=""2440014""",06,"N",140,140,100.0,140,20,14.3,49,35.0,53,37.9,18,12.9,71,50.7,2535
"Area Cooperative Educational Services","=""2440014""",06,"R",29,29,100.0,29,9,31.0,9,31.0,11,37.9,0,0.0,11,37.9,2489
"Area Cooperative Educational Services","=""2440014""",07,"F",166,162,97.6,161,71,44.1,45,28.0,"*","*","*","*",45,28.0,2496
"Area Cooperative Educational Services","=""2440014""",07,"N",138,138,100.0,137,27,19.7,37,27.0,53,38.7,20,14.6,73,53.3,2550
"Area Cooperative Educational Services","=""2440014""",07,"R",29,28,96.6,28,"*","*",9,32.1,10,35.7,"*","*","*","*",2527
"Area Cooperative Educational Services","=""2440014""",08,"F",133,131,98.5,127,52,40.9,45,35.4,"*","*","*","*",30,23.6,2505
"Area Cooperative Educational Services","=""2440014""",08,"N",152,152,100.0,152,"*","*",35,23.0,62,40.8,"*","*","*","*",2579
"Area Cooperative Educational Services","=""2440014""",08,"R",27,26,96.3,26,"*","*",14,53.8,7,26.9,"*","*","*","*",2550
"Area Cooperative Educational Services","=""2440014""",11,"F",14,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",11,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",11,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"N",28,28,100.0,28,"*","*","*","*",9,32.1,16,57.1,25,89.3,2492
"Ashford School District","=""0030011""",03,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
