"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades, English Learner Status (EL)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","Grade","ELL","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"Achievement First Hartford Academy Inc. District","=""2880013""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",05,"N",130,130,100.0,130,"*","*","*","*","*","*","*","*","*","*",2465
"Achievement First Hartford Academy Inc. District","=""2880013""",05,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",11,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",11,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",05,"N",81,81,100.0,81,"*","*","*","*","*","*","*","*","*","*",2474
"Amistad Academy District","=""2790013""",05,"Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",06,"N",90,90,100.0,90,"*","*","*","*","*","*","*","*","*","*",2529
"Amistad Academy District","=""2790013""",06,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",07,"N",70,70,100.0,70,"*","*","*","*","*","*","*","*","*","*",2554
"Amistad Academy District","=""2790013""",07,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",08,"N",73,73,100.0,73,"*","*","*","*","*","*","*","*","*","*",2590
