"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","Grade","Free/Reduced Price Meal Eligibility (3-level)","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"Achievement First Hartford Academy Inc. District","=""2880013""",03,"F",79,78,98.7,78,13,16.7,22,28.2,32,41.0,11,14.1,43,55.1,2437
"Achievement First Hartford Academy Inc. District","=""2880013""",04,"F",80,80,100.0,80,11,13.8,32,40.0,29,36.3,8,10.0,37,46.3,2475
"Achievement First Hartford Academy Inc. District","=""2880013""",05,"F",146,146,100.0,146,85,58.2,46,31.5,"*","*","*","*",15,10.3,2436
"Achievement First Hartford Academy Inc. District","=""2880013""",06,"F",79,79,100.0,79,47,59.5,21,26.6,"*","*","*","*",11,13.9,2440
"Achievement First Hartford Academy Inc. District","=""2880013""",07,"F",77,74,96.1,74,35,47.3,22,29.7,10,13.5,7,9.5,17,23.0,2495
"Achievement First Hartford Academy Inc. District","=""2880013""",08,"F",59,59,100.0,58,42,72.4,12,20.7,"*","*","*","*","*","*",2447
"Achievement First Hartford Academy Inc. District","=""2880013""",11,"F",31,31,100.0,31,9,29.0,"*","*",11,35.5,"*","*","*","*",2584
"Amistad Academy District","=""2790013""",03,"F",71,70,98.6,70,18,25.7,18,25.7,26,37.1,8,11.4,34,48.6,2429
"Amistad Academy District","=""2790013""",03,"N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",03,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"F",57,57,100.0,57,8,14.0,20,35.1,15,26.3,14,24.6,29,50.9,2490
"Amistad Academy District","=""2790013""",04,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",05,"F",58,56,96.6,56,27,48.2,24,42.9,"*","*","*","*","*","*",2456
"Amistad Academy District","=""2790013""",05,"N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Amistad Academy District","=""2790013""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",06,"F",60,60,100.0,60,"*","*",21,35.0,18,30.0,"*","*","*","*",2502
"Amistad Academy District","=""2790013""",06,"N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2515
"Amistad Academy District","=""2790013""",06,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",07,"F",43,43,100.0,43,16,37.2,14,32.6,"*","*","*","*",13,30.2,2515
"Amistad Academy District","=""2790013""",07,"N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2497
"Amistad Academy District","=""2790013""",07,"R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",08,"F",39,39,100.0,39,15,38.5,"*","*","*","*",10,25.6,"*","*",2542
"Amistad Academy District","=""2790013""",08,"N",29,29,100.0,29,"*","*",10,34.5,"*","*","*","*","*","*",2548
"Amistad Academy District","=""2790013""",08,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",11,"F",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",11,"N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",11,"R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"N",29,29,100.0,29,0,0.0,"*","*","*","*","*","*","*","*",2475
"Andover School District","=""0010011""",04,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"N",41,41,100.0,41,"*","*",12,29.3,"*","*",19,46.3,"*","*",2557
"Andover School District","=""0010011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"N",35,34,97.1,34,"*","*","*","*",7,20.6,19,55.9,26,76.5,2610
