"Smarter Balanced Assessments, 2014-15"
"State of Connecticut, ELA and Math, All Grades, Special Education Status (SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","Grade","Subject","Special Education","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"State of Connecticut",03,"ELA","N",34224,33657,98.3,33619,5991,17.8,7958,23.7,8633,25.7,11037,32.8,19670,58.5,2447
"State of Connecticut",03,"ELA","Y",4534,4384,96.7,4366,2771,63.5,909,20.8,455,10.4,231,5.3,686,15.7,2349
"State of Connecticut",03,"Math","N",34221,33875,99.0,33862,7603,22.5,8650,25.5,10812,31.9,6797,20.1,17609,52.0,2437
"State of Connecticut",03,"Math","Y",4533,4401,97.1,4387,2867,65.4,874,19.9,497,11.3,149,3.4,646,14.7,2350
"State of Connecticut",04,"ELA","N",34487,33936,98.4,33902,6815,20.1,6588,19.4,8859,26.1,11640,34.3,20499,60.5,2492
"State of Connecticut",04,"ELA","Y",4838,4710,97.4,4695,3143,66.9,853,18.2,501,10.7,198,4.2,699,14.9,2384
"State of Connecticut",04,"Math","N",34485,34143,99.0,34134,6088,17.8,11506,33.7,10205,29.9,6335,18.6,16540,48.5,2481
"State of Connecticut",04,"Math","Y",4835,4702,97.2,4694,2926,62.3,1240,26.4,394,8.4,134,2.9,528,11.2,2392
"State of Connecticut",05,"ELA","N",34448,33891,98.4,33857,5534,16.3,6388,18.9,12073,35.7,9862,29.1,21935,64.8,2530
"State of Connecticut",05,"ELA","Y",5106,4967,97.3,4958,3237,65.3,949,19.1,612,12.3,160,3.2,772,15.6,2418
"State of Connecticut",05,"Math","N",34447,34105,99.0,34081,9347,27.4,10771,31.6,7222,21.2,6741,19.8,13963,41.0,2505
"State of Connecticut",05,"Math","Y",5104,4968,97.3,4961,3690,74.4,911,18.4,248,5.0,112,2.3,360,7.3,2409
"State of Connecticut",06,"ELA","N",35317,34716,98.3,34667,4731,13.6,8615,24.9,13268,38.3,8053,23.2,21321,61.5,2552
"State of Connecticut",06,"ELA","Y",5224,5060,96.9,5042,2976,59.0,1344,26.7,633,12.6,89,1.8,722,14.3,2441
"State of Connecticut",06,"Math","N",35315,34847,98.7,34828,8815,25.3,11537,33.1,8124,23.3,6352,18.2,14476,41.6,2529
"State of Connecticut",06,"Math","Y",5224,5057,96.8,5042,3778,74.9,925,18.3,239,4.7,100,2.0,339,6.7,2408
"State of Connecticut",07,"ELA","N",34743,33882,97.5,33833,5074,15.0,7256,21.4,14476,42.8,7027,20.8,21503,63.6,2575
"State of Connecticut",07,"ELA","Y",5207,4977,95.6,4947,3124,63.1,1192,24.1,571,11.5,60,1.2,631,12.8,2457
"State of Connecticut",07,"Math","N",34742,34081,98.1,34044,8683,25.5,10657,31.3,8324,24.5,6380,18.7,14704,43.2,2546
"State of Connecticut",07,"Math","Y",5207,4980,95.6,4956,3726,75.2,897,18.1,231,4.7,102,2.1,333,6.7,2421
"State of Connecticut",08,"ELA","N",35723,34727,97.2,34666,4963,14.3,8967,25.9,14109,40.7,6627,19.1,20736,59.8,2586
"State of Connecticut",08,"ELA","Y",5262,4985,94.7,4943,2935,59.4,1374,27.8,552,11.2,82,1.7,634,12.8,2473
"State of Connecticut",08,"Math","N",35722,34884,97.7,34842,10960,31.5,9607,27.6,7263,20.8,7012,20.1,14275,41.0,2557
"State of Connecticut",08,"Math","Y",5260,4936,93.8,4920,3932,79.9,706,14.3,190,3.9,92,1.9,282,5.7,2429
"State of Connecticut",11,"ELA","N",35411,29189,82.4,28940,5236,18.1,7020,24.3,9995,34.5,6689,23.1,16684,57.7,2596
"State of Connecticut",11,"ELA","Y",4445,3485,78.4,3428,1931,56.3,914,26.7,446,13.0,137,4.0,583,17.0,2487
"State of Connecticut",11,"Math","N",35412,28896,81.6,28780,12068,41.9,7078,24.6,5944,20.7,3690,12.8,9634,33.5,2570
"State of Connecticut",11,"Math","Y",4453,3432,77.1,3397,2855,84.0,372,11.0,125,3.7,45,1.3,170,5.0,2447

