"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, Special Education Status (SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","Grade","Special Education","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"Achievement First Hartford Academy Inc. District","=""2880013""",03,"N",84,83,98.8,83,"*","*","*","*","*","*","*","*","*","*",2429
"Achievement First Hartford Academy Inc. District","=""2880013""",03,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",04,"N",84,84,100.0,84,"*","*","*","*","*","*","*","*","*","*",2489
"Achievement First Hartford Academy Inc. District","=""2880013""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",05,"N",130,130,100.0,130,"*","*","*","*","*","*","*","*","*","*",2476
"Achievement First Hartford Academy Inc. District","=""2880013""",05,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",06,"N",127,127,100.0,127,"*","*","*","*","*","*","*","*","*","*",2521
"Achievement First Hartford Academy Inc. District","=""2880013""",06,"Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""",08,"N",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*",2587
"Achievement First Hartford Academy Inc. District","=""2880013""",08,"Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"N",84,83,98.8,83,"*","*","*","*","*","*","*","*","*","*",2494
"Amistad Academy District","=""2790013""",04,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",05,"N",84,84,100.0,84,"*","*","*","*","*","*","*","*","*","*",2519
"Amistad Academy District","=""2790013""",05,"Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",06,"N",84,84,100.0,84,"*","*","*","*","*","*","*","*","*","*",2517
"Amistad Academy District","=""2790013""",06,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",07,"N",81,81,100.0,81,"*","*","*","*","*","*","*","*","*","*",2561
