"Five-Year Graduation Rates, Trend"
"All Districts, High Needs Status"

"",,"Non-Graduates",,,,,,,
"",,"Five-Year Still Enrolled Rate by Year",,,,"Five-Year Other Rate by Year",,,
"District","High Needs Status","2010-11","2011-12","2012-13","2013-14","2010-11","2011-12","2012-13","2013-14"
"Amistad Academy District","High Needs","*","*","*","*","*","*","*","*"
"Amistad Academy District","Non-High Needs","*","*","*","*","*","*","*","*"
"Ansonia School District","High Needs",28.8,"*","*","*","*","*","*","*"
"Ansonia School District","Non-High Needs",10.7,"*","*","*","*","*","*","*"
"Avon School District","High Needs","*","*","*","*","*","*","*","*"
"Avon School District","Non-High Needs","*","*","*","*","*","*","*","*"
"Berlin School District","High Needs",13.6,"*","*","*","*","*","*","*"
"Berlin School District","Non-High Needs",3.2,"*","*","*","*","*","*","*"
"Bethel School District","High Needs","*","*","*","*","*","*","*","*"
"Bethel School District","Non-High Needs","*","*","*","*","*","*","*","*"
"Bloomfield School District","High Needs",14.8,"*","*","*","*","*","*","*"
"Bloomfield School District","Non-High Needs",11.8,"*","*","*","*","*","*","*"
"Bolton School District","High Needs","*","*","*","*","*","*","*","*"
"Bolton School District","Non-High Needs","*","*","*","*","*","*","*","*"
"Branford School District","High Needs","*","*","*",11.8,"*","*","*","*"
"Branford School District","Non-High Needs","*","*","*",3.7,"*","*","*","*"
"Bridgeport School District","High Needs",31.9,"*","*","*",2.8,"*","*","*"
"Bridgeport School District","Non-High Needs",30.9,"*","*","*",7.4,"*","*","*"
"Bristol School District","High Needs",23.8,16.3,20.6,18.2,3.3,"*","*","*"
"Bristol School District","Non-High Needs",10.5,5.0,4.0,4.5,1.3,"*","*","*"
"Brookfield School District","High Needs","*","*","*","*","*","*","*","*"
"Brookfield School District","Non-High Needs","*","*","*","*","*","*","*","*"
"Canton School District","High Needs","*","*","*","*","*","*","*","*"
"Canton School District","Non-High Needs","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","High Needs",14.1,16.7,11.3,12.1,"*","*","*","*"
"Capitol Region Education Council","Non-High Needs",10.4,11.7,8.7,7.5,"*","*","*","*"
"Cheshire School District","High Needs","*","*","*","*","*","*","*","*"
"Cheshire School District","Non-High Needs","*","*","*","*","*","*","*","*"
"Clinton School District","High Needs","*","*","*","*","*","*","*","*"
"Clinton School District","Non-High Needs","*","*","*","*","*","*","*","*"
"Colchester School District","High Needs","*","*","*","*","*","*","*","*"
"Colchester School District","Non-High Needs","*","*","*","*","*","*","*","*"
"Common Ground High School District","High Needs","*","*","*","*","*","*","*","*"
"Common Ground High School District","Non-High Needs","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","High Needs",9.8,4.0,3.9,3.3,"*","*","*","*"
"Connecticut Technical High School System","Non-High Needs",4.6,2.4,1.6,1.8,"*","*","*","*"
"Coventry School District","High Needs","*","*","*","*","*","*","*","*"
"Coventry School District","Non-High Needs","*","*","*","*","*","*","*","*"
"Cromwell School District","High Needs","*","*","*","*","*","*","*","*"
"Cromwell School District","Non-High Needs","*","*","*","*","*","*","*","*"
"Danbury School District","High Needs",24.8,19.9,19.9,17.9,"*","*","*","*"
"Danbury School District","Non-High Needs",9.9,7.1,5.1,3.9,"*","*","*","*"
"Darien School District","High Needs","*","*","*","*","*","*","*","*"
"Darien School District","Non-High Needs","*","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","High Needs","N/A","N/A","*","*","N/A","N/A","*","*"
"Derby School District","High Needs",25.9,"*","*","*","*","*","*","*"
"Derby School District","Non-High Needs",11.6,"*","*","*","*","*","*","*"
"East Granby School District","High Needs","*","*","*","*","*","*","*","*"
"East Granby School District","Non-High Needs","*","*","*","*","*","*","*","*"
"East Haddam School District","High Needs","*","*","*","*","*","*","*","*"
"East Haddam School District","Non-High Needs","*","*","*","*","*","*","*","*"
"East Hampton School District","High Needs","*","*","*","*","*","*","*","*"
"East Hampton School District","Non-High Needs","*","*","*","*","*","*","*","*"
"East Hartford School District","High Needs",16.2,18.0,16.8,12.6,"*","*","*","*"
"East Hartford School District","Non-High Needs",12.8,6.8,6.2,6.7,"*","*","*","*"
"East Haven School District","High Needs",22.9,29.1,29.5,"*","*","*","*","*"
"East Haven School District","Non-High Needs",7.8,12.1,9.3,"*","*","*","*","*"
"East Lyme School District","High Needs","*",7.4,"*","*","*","*","*","*"
