"Five-Year Graduation Rates, Trend"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,"Non-Graduates",,,,,,,
"",,"Five-Year Still Enrolled Rate by Year",,,,"Five-Year Other Rate by Year",,,
"District","Free/Reduced Price Meal Eligibility","2010-11","2011-12","2012-13","2013-14","2010-11","2011-12","2012-13","2013-14"
"Amistad Academy District","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
"Amistad Academy District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Amistad Academy District","Not Eligible For Lunch","*","*","*","*","*","*","*","*"
"Ansonia School District","Eligible For Free Lunch",31.9,27.1,21.9,25.0,"*","*","*","*"
"Ansonia School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Ansonia School District","Not Eligible For Lunch","*","*","*","*","*","*","*","*"
"Avon School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
"Avon School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Avon School District","Not Eligible For Lunch","*","*","*","*","*","*","*","*"
"Berlin School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
"Berlin School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Berlin School District","Not Eligible For Lunch",3.2,"*","*","*","*","*","*","*"
"Bethel School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
"Bethel School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Bethel School District","Not Eligible For Lunch","*",3.0,"*","*",3.5,"*","*","*"
"Bloomfield School District","Eligible For Free Lunch","*",13.3,"*","*","*","*","*","*"
"Bloomfield School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Bloomfield School District","Not Eligible For Lunch",13.2,"*","*",10.2,"*","*","*","*"
"Bolton School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
"Bolton School District","Eligible For Reduced Lunch","N/A","*","*","*","N/A","*","*","*"
"Bolton School District","Not Eligible For Lunch","*","*","*","*","*","*","*","*"
"Branford School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
"Branford School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Branford School District","Not Eligible For Lunch","*",4.0,4.2,4.3,"*","*","*","*"
"Bridgeport School District","Eligible For Free Lunch",32.6,27.7,25.9,22.0,3.0,1.7,2.0,2.4
"Bridgeport School District","Eligible For Reduced Lunch",19.2,"*","*","*","*","*","*","*"
"Bridgeport School District","Not Eligible For Lunch",31.7,"*","*","*","*","*","*","*"
"Bristol School District","Eligible For Free Lunch",28.1,20.9,26.3,21.4,"*","*","*","*"
"Bristol School District","Eligible For Reduced Lunch",27.5,11.6,18.8,12.3,"*","*","*","*"
"Bristol School District","Not Eligible For Lunch",10.4,5.2,4.6,5.8,2.1,"*",2.6,2.2
"Brookfield School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
"Brookfield School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Brookfield School District","Not Eligible For Lunch",3.1,"*","*","*","*","*","*","*"
"Canton School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
"Canton School District","Eligible For Reduced Lunch","N/A","N/A","*","N/A","N/A","N/A","*","N/A"
"Canton School District","Not Eligible For Lunch","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Eligible For Free Lunch","*",18.1,12.6,14.3,"*","*","*","*"
"Capitol Region Education Council","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Not Eligible For Lunch",10.6,"*","*","*","*",6.6,5.6,9.0
"Cheshire School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
"Cheshire School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Cheshire School District","Not Eligible For Lunch",2.0,"*",1.7,"*","*","*",2.0,"*"
"Clinton School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
"Clinton School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Clinton School District","Not Eligible For Lunch","*",6.6,6.0,"*","*","*","*","*"
"Colchester School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
"Colchester School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Colchester School District","Not Eligible For Lunch",2.6,"*","*","*","*","*","*","*"
"Common Ground High School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
