"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, ELL"

"",,,"Non-Graduates",,,,,,,,,
"",,,"Four-Year Still Enrolled Rate by Year",,,,,"Four-Year Other Rate by Year",,,,
"District","School","ELL","2010-11","2011-12","2012-13","2013-14","2014-15","2010-11","2011-12","2012-13","2013-14","2014-15"
"Amistad Academy District","Amistad Academy","All Students",31.0,"*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Black","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Eligible For Lunch","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Female","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","High Needs","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Hispanic","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Male","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Non-ELL",31.0,"*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Non-Hispanic","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Non-Special Education",31.0,"*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Not Eligible For Lunch","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","ELL","N/A","N/A","*","N/A","*","N/A","N/A","*","N/A","*"
"Amistad Academy District","Amistad Academy","Special Education","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Amistad Academy District","Amistad Academy","Indian or Alaska Native","N/A","N/A","N/A","*","*","N/A","N/A","N/A","*","*"
"Amistad Academy District","Amistad Academy","Asian","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Amistad Academy District","Amistad Academy","Hawaiian or Pacific Islander","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Amistad Academy District","Amistad Academy","Two or More Races","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Amistad Academy District","Amistad Academy","White","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Ansonia School District","Ansonia High School","All Students",18.0,17.6,12.9,18.0,3.9,11.5,5.9,11.0,"*",7.2
"Ansonia School District","Ansonia High School","Black",18.0,31.7,23.4,25.7,"*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Eligible For Free Lunch",27.6,27.9,22.4,26.5,"*",17.2,7.0,12.1,"*",9.8
"Ansonia School District","Ansonia High School","Eligible For Lunch",25.3,22.9,18.2,21.9,5.3,17.9,7.6,11.9,"*",8.0
"Ansonia School District","Ansonia High School","Eligible For Reduced Lunch","*",13.3,"*","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Female",18.3,13.1,8.7,16.7,"*",8.6,"*","*","*","*"
"Ansonia School District","Ansonia High School","High Needs",24.2,22.0,16.8,21.7,5.0,18.2,7.8,12.9,"*",9.2
"Ansonia School District","Ansonia High School","Hispanic",20.5,26.7,18.4,18.6,"*",20.5,"*",16.3,"*","*"
"Ansonia School District","Ansonia High School","Male",17.8,21.9,17.1,19.2,"*",14.4,7.6,20.0,"*",6.9
"Ansonia School District","Ansonia High School","Non-ELL",18.4,17.0,12.8,17.7,4.1,11.2,5.7,10.2,"*",7.4
"Ansonia School District","Ansonia High School","Non-High Needs",10.7,"*","*","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Non-Hispanic",17.4,15.1,11.3,17.8,"*",9.0,6.3,9.4,"*",7.2
"Ansonia School District","Ansonia High School","Non-Special Education",17.6,16.7,13.4,16.4,"*",9.1,5.6,9.6,"*",5.1
"Ansonia School District","Ansonia High School","Not Eligible For Lunch",10.2,8.2,"*","*","*","*","*",9.1,"*","*"
"Ansonia School District","Ansonia High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Special Education","*",25.0,"*","*","*",33.3,"*","*","*","*"
"Ansonia School District","Ansonia High School","Indian or Alaska Native","*","N/A","N/A","N/A","*","*","N/A","N/A","N/A","*"
"Ansonia School District","Ansonia High School","Asian","*","*","*","N/A","*","*","*","*","N/A","*"
"Ansonia School District","Ansonia High School","Hawaiian or Pacific Islander","N/A","*","*","N/A","*","N/A","*","*","N/A","*"
"Ansonia School District","Ansonia High School","Two or More Races","N/A","N/A","N/A","*","*","N/A","N/A","N/A","*","*"
"Ansonia School District","Ansonia High School","White",15.9,9.5,6.4,14.1,"*",9.1,"*",11.0,"*",7.7
"Avon School District","Avon High School","All Students","*","*","*","*","*",3.5,2.1,2.7,"*",2.4
"Avon School District","Avon High School","Black","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Eligible For Lunch","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Female","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Hispanic","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Male","*","*","*","*","*",5.9,"*","*","*","*"
"Avon School District","Avon High School","Non-ELL","*","*","*","*","*",3.6,2.1,2.7,"*",2.5
"Avon School District","Avon High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Non-Hispanic","*","*","*","*","*",3.3,"*",2.4,"*",2.6
"Avon School District","Avon High School","Non-Special Education","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Not Eligible For Lunch","*","*","*","*","*",3.6,"*",2.4,"*","*"
"Avon School District","Avon High School","ELL","*","*","*","N/A","*","*","*","*","N/A","*"
"Avon School District","Avon High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Indian or Alaska Native","*","N/A","N/A","N/A","*","*","N/A","N/A","N/A","*"
"Avon School District","Avon High School","Asian","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Hawaiian or Pacific Islander","N/A","*","*","*","*","N/A","*","*","*","*"
"Avon School District","Avon High School","Two or More Races","N/A","*","*","*","*","N/A","*","*","*","*"
"Avon School District","Avon High School","White","*","*","*","*","*",3.3,"*","*","*","*"
"Berlin School District","Berlin High School","All Students",5.0,3.1,2.7,"*","*","*","*","*",3.8,3.3
"Berlin School District","Berlin High School","Black","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Lunch","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Female",4.8,"*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","High Needs",14.0,"*","*","*","*","*","*","*",14.8,10.9
"Berlin School District","Berlin High School","Hispanic","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Male",5.1,"*","*","*","*","*","*","*",5.0,6.1
"Berlin School District","Berlin High School","Non-ELL",5.1,3.1,2.7,"*","*","*","*","*",3.4,3.4
"Berlin School District","Berlin High School","Non-High Needs",3.2,"*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Non-Hispanic",4.7,2.9,"*","*","*","*","*","*",3.7,"*"
"Berlin School District","Berlin High School","Non-Special Education",4.3,2.7,"*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Not Eligible For Lunch",3.3,2.6,"*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Special Education","*","*","*","*","*","*","*","*",21.9,"*"
"Berlin School District","Berlin High School","Indian or Alaska Native","*","N/A","N/A","N/A","*","*","N/A","N/A","N/A","*"
"Berlin School District","Berlin High School","Asian","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Hawaiian or Pacific Islander","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Berlin School District","Berlin High School","Two or More Races","N/A","*","*","*","*","N/A","*","*","*","*"
"Berlin School District","Berlin High School","White",4.9,2.7,"*","*","*","*","*","*",3.0,"*"
"Bethel School District","Bethel High School","All Students","*","*","*",2.5,"*",4.1,3.4,6.0,4.9,3.3
"Bethel School District","Bethel High School","Black","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Free Lunch","*","*","*","*","*","*","*","*",19.4,"*"
"Bethel School District","Bethel High School","Eligible For Lunch","*","*","*","*","*","*","*",17.5,13.2,"*"
"Bethel School District","Bethel High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
