"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, Special Education Status"

"",,,"Non-Graduates",,,,,,,,,
"",,,"Four-Year Still Enrolled Rate by Year",,,,,"Four-Year Other Rate by Year",,,,
"District","School","Special Education Status","2010-11","2011-12","2012-13","2013-14","2014-15","2010-11","2011-12","2012-13","2013-14","2014-15"
"Amistad Academy District","Amistad Academy","Non-Special Education","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Special Education","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Ansonia School District","Ansonia High School","Non-Special Education","*",16.7,"*","*","*",9.1,"*","*","*","*"
"Ansonia School District","Ansonia High School","Special Education","*",25.0,"*","*","*",33.3,"*","*","*","*"
"Avon School District","Avon High School","Non-Special Education","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Non-Special Education","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Non-Special Education","*","*","*","*","*","*","*",3.3,"*","*"
"Bethel School District","Bethel High School","Special Education","*","*","*","*","*","*","*",33.3,"*","*"
"Bloomfield School District","Bloomfield High School","Non-Special Education",11.6,6.3,"*","*","*",10.2,8.3,"*",5.0,"*"
"Bloomfield School District","Bloomfield High School","Special Education","*","*","*","*","*",37.5,25.0,"*","*",26.1
"Bloomfield School District","Global Experience Magnet School","Non-Special Education","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Special Education","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-Special Education","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Special Education","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-Special Education","*","*","N/A","N/A","N/A","*","*","N/A","N/A","N/A"
"Bloomfield School District","The Big Picture High School","Special Education","*","*","N/A","N/A","N/A","*","*","N/A","N/A","N/A"
"Bolton School District","Bolton High School","Non-Special Education","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Non-Special Education","*","*","*","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Non-Special Education","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Special Education","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Bridgeport School District","Bassick High School","Non-Special Education",30.1,42.4,20.7,25.0,25.8,6.6,9.1,17.8,10.9,14.8
"Bridgeport School District","Bassick High School","Special Education",36.5,43.5,30.0,"*",23.5,15.4,13.0,27.5,34.9,15.7
"Bridgeport School District","Central High School","Non-Special Education",13.5,11.3,13.1,13.8,17.0,11.4,7.6,7.5,3.9,4.7
"Bridgeport School District","Central High School","Special Education",20.6,22.4,20.3,"*",20.0,26.5,22.4,"*",29.1,18.0
"Bridgeport School District","Harding High School","Non-Special Education",37.7,27.2,31.4,22.5,36.4,13.8,3.6,4.3,4.2,8.2
"Bridgeport School District","Harding High School","Special Education",56.9,30.8,47.3,37.2,31.4,20.7,21.2,"*",14.0,21.6
"Bristol School District","Bristol Central High School","Non-Special Education",16.1,7.0,10.3,9.7,12.5,7.4,4.5,3.7,6.6,3.1
"Bristol School District","Bristol Central High School","Special Education","*","*","*","*",19.6,24.2,"*",15.9,"*",13.0
"Bristol School District","Bristol Eastern High School","Non-Special Education",11.4,9.1,9.6,7.3,7.4,7.8,3.6,6.9,5.9,3.0
"Bristol School District","Bristol Eastern High School","Special Education","*","*","*","*",18.4,16.7,"*",18.6,"*",15.8
"Brookfield School District","Brookfield High School","Non-Special Education","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Non-Special Education","*","*","*","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-Special Education","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Special Education","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Capitol Region Education Council","Academy of Science and Innovation","Non-Special Education","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Capitol Region Education Council","Academy of Science and Innovation","Special Education","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-Special Education",7.6,18.8,"N/A","N/A","N/A","*","*","N/A","N/A","N/A"
"Capitol Region Education Council","Great Path Academy at MCC","Special Education","*","*","N/A","N/A","N/A","*","*","N/A","N/A","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Special Education",18.3,11.8,14.1,12.6,"*","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Non-Special Education","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*","N/A"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Special Education","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*","N/A"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-Special Education",6.9,"*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Special Education","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Non-Special Education","N/A","N/A","N/A","*","*","N/A","N/A","N/A","*","*"
"Capitol Region Education Council","Public Safety Academy","Special Education","N/A","N/A","N/A","*","*","N/A","N/A","N/A","*","*"
"Cheshire School District","Cheshire High School","Non-Special Education","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","Cheshire High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","The Morgan School","Non-Special Education","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","The Morgan School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","Bacon Academy","Non-Special Education","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","Bacon Academy","Special Education","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-Special Education","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-Special Education",7.6,6.3,12.1,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-Special Education",5.9,5.4,3.2,7.6,3.7,"*","*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-Special Education","*",5.9,4.9,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-Special Education",18.6,8.5,14.4,8.9,9.4,"*","*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-Special Education","*",6.4,"*",5.1,"*","*","*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-Special Education",6.1,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-Special Education","*",3.1,"*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-Special Education",11.0,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-Special Education",9.0,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Special Education","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-Special Education","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Special Education","*","*","*","*","*","*","*","*","*","*"
