"Educator Race/Ethnicity Report for 2012-13"

"District","Race","Count","% of Total"
"Achievement First Hartford Academy Inc. District","White",64,74.4
="Amistad Academy District",="White",77,80.2
="Andover School District",="White",34,100.0
="Ansonia School District",="White",189,95.0
="Area Cooperative Educational Services",="White",257,92.1
="Ashford School District",="White",50,100.0
="Avon School District",="White",296,98.0
="Barkhamsted School District",="White",32,100.0
="Berlin School District",="White",289,98.6
="Bethany School District",="White",54,100.0
="Bethel School District",="White",277,98.6
="Bloomfield School District",="White",191,74.3
="Bolton School District",="White",88,98.9
="Bozrah School District",="White",28,100.0
="Branford School District",="White",326,97.6
="Bridgeport Achievement First District",="White",46,74.2
="Bridgeport School District",="White",1171,73.6
="Bristol School District",="White",636,95.5
="Brookfield School District",="White",239,96.4
="Brooklyn School District",="White",78,100.0
="Canaan School District",="White",24,100.0
="Canterbury School District",="White",48,96.0
="Canton School District",="White",156,99.4
="Capitol Region Education Council",="White",655,84.3
="Chaplin School District",="White",24,100.0
="Cheshire School District",="White",386,97.5
="Chester School District",="White",37,100.0
="Clinton School District",="White",200,98.0
="Colchester School District",="White",254,98.1
="Colebrook School District",="White",17,100.0
="Columbia School District",="White",53,98.2
="Common Ground High School District",="White",22,95.7
="Connecticut Technical High School System",="White",1105,89.0
="Cooperative Educational Services",="White",164,94.8
="Cornwall School District",="White",26,100.0
="Coventry School District",="White",171,97.7
="Cromwell School District",="White",176,94.6
="Danbury School District",="White",758,89.1
="Darien School District",="White",490,96.8
="Deep River School District",="White",41,97.6
="Department of Mental Health and Addiction Services",="White",3,100.0
="Department of Social Services",="White",33,97.1
="Derby School District",="White",120,96.8
="East Granby School District",="White",94,97.9
="East Haddam School District",="White",126,100.0
="East Hampton School District",="White",169,98.3
="East Hartford School District",="White",574,88.7
="East Haven School District",="White",285,98.3
="East Lyme School District",="White",279,98.6
="East Windsor School District",="White",135,98.5
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="White",92,94.9
="Eastford School District",="White",21,100.0
="Easton School District",="White",96,98.0
="EdAdvance",="White",27,96.4
="Ellington School District",="White",226,98.3
="Elm City College Preparatory School District",="White",42,80.8
="Enfield School District",="White",500,97.7
="Essex School District",="White",61,98.4
="Explorations District",="White",9,90.0
="Fairfield School District",="White",991,96.7
="Farmington School District",="White",366,94.6
="Franklin School District",="White",22,100.0
="Glastonbury School District",="White",557,96.5
="Granby School District",="White",189,97.9
="Greenwich School District",="White",860,90.7
="Griswold School District",="White",180,98.9
="Groton School District",="White",456,93.6
="Guilford School District",="White",337,98.0
="Hamden School District",="White",528,90.7
="Hampton School District",="White",18,94.7
="Hartford School District",="White",1440,73.6
="Hartland School District",="White",26,100.0
="Hebron School District",="White",89,98.9
="Highville Charter School District",="White",27,87.1
="Integrated Day Charter School District",="White",27,96.4
="Interdistrict School for Arts and Comm District",="White",24,96.0
="Jumoke Academy District",="White",14,38.9
="Kent School District",="White",38,100.0
="Killingly School District",="White",247,99.2
="Learn",="White",168,91.3
="Lebanon School District",="White",111,95.7
="Ledyard School District",="White",224,97.4
="Lisbon School District",="White",54,100.0
="Litchfield School District",="White",113,96.6
="Madison School District",="White",321,97.6
="Manchester School District",="White",609,91.3
="Mansfield School District",="White",137,95.8
="Marlborough School District",="White",50,96.2
="Meriden School District",="White",615,90.2
="Middletown School District",="White",409,92.3
="Milford School District",="White",676,99.0
="Monroe School District",="White",300,98.0
="Montville School District",="White",237,97.5
="Naugatuck School District",="White",356,97.3
="New Beginnings Inc Family Academy District",="White",23,69.7
="New Britain School District",="White",630,81.3
="New Canaan School District",="White",424,97.7
="New Fairfield School District",="White",248,98.4
="New Hartford School District",="White",50,98.0
="New Haven School District",="White",1474,74.5
="New London School District",="White",205,79.8
="New Milford School District",="White",390,97.5
="Newington School District",="White",361,95.5
="Newtown School District",="White",444,96.5
="Norfolk School District",="White",23,100.0
="North Branford School District",="White",199,99.0
="North Canaan School District",="White",42,100.0
="North Haven School District",="White",305,95.0
="North Stonington School District",="White",87,98.9
="Norwalk School District",="White",766,84.1
="Norwich Free Academy District",="White",178,90.8
="Norwich School District",="White",278,96.5
="Odyssey Community School District",="White",31,96.9
="Office of Early Childhood (OEC)",="White",15,100.0
="Old Saybrook School District",="White",170,100.0
="Orange School District",="White",124,98.4
="Oxford School District",="White",165,97.1
="Park City Prep Charter School District",="White",15,75.0
="Plainfield School District",="White",213,99.5
="Plainville School District",="White",244,98.4
="Plymouth School District",="White",155,98.1
="Pomfret School District",="White",48,100.0
="Portland School District",="White",125,100.0
="Preston School District",="White",43,97.7
="Project Oceanology",="White",7,100.0
="Putnam School District",="White",125,98.4
="Redding School District",="White",129,97.7
="Regional School District 01",="White",61,98.4
="Regional School District 04",="White",97,96.0
="Regional School District 05",="White",231,94.7
="Regional School District 06",="White",116,99.2
="Regional School District 07",="White",106,98.2
="Regional School District 08",="White",169,96.0
="Regional School District 09",="White",97,98.0
="Regional School District 10",="White",248,97.6
="Regional School District 11",="White",39,97.5
="Regional School District 12",="White",108,97.3
="Regional School District 13",="White",206,98.6
="Regional School District 14",="White",188,98.4
="Regional School District 15",="White",379,97.9
="Regional School District 16",="White",219,98.7
="Regional School District 17",="White",217,99.1
="Regional School District 18",="White",155,97.5
="Regional School District 19",="White",124,97.6
="Ridgefield School District",="White",454,97.6
="Rocky Hill School District",="White",223,96.5
="Salem School District",="White",46,95.8
="Salisbury School District",="White",41,95.4
="Scotland School District",="White",19,100.0
="Seymour School District",="White",192,98.5
="Shared Services",="White",1,100.0
="Sharon School District",="White",36,100.0
="Shelton School District",="White",407,98.3
="Sherman School District",="White",43,95.6
="Side By Side Charter School District",="White",20,100.0
="Simsbury School District",="White",403,96.9
="Somers School District",="White",150,97.4
="South Windsor School District",="White",388,96.3
="Southington School District",="White",573,98.0
="Sprague School District",="White",33,97.1
="Stafford School District",="White",172,98.3
="Stamford Academy District",="White",18,100.0
="Stamford School District",="White",1240,85.9
="Sterling School District",="White",46,100.0
="Stonington School District",="White",233,97.9
="Stratford School District",="White",569,93.4
="Suffield School District",="White",212,95.1
="The Bridge Academy District",="White",17,81.0
="The Gilbert School District",="White",50,100.0
="Thomaston School District",="White",102,100.0
="Thompson School District",="White",108,99.1
="Tolland School District",="White",240,96.4
="Torrington School District",="White",379,95.7
="Trailblazers Academy District",="White",23,92.0
="Trumbull School District",="White",596,96.9
="Unified School District #1",="White",145,86.8
="Unified School District #2",="White",84,86.6
="Union School District",="White",12,100.0
="Vernon School District",="White",342,95.0
="Voluntown School District",="White",37,100.0
="Wallingford School District",="White",568,96.8
="Waterbury School District",="White",1450,88.2
="Waterford School District",="White",248,97.3
="Watertown School District",="White",240,98.4
="West Hartford School District",="White",900,93.8
="West Haven School District",="White",538,95.2
="Westbrook School District",="White",109,98.2
="Weston School District",="White",229,97.5
="Westport School District",="White",585,96.2
="Wethersfield School District",="White",295,95.5
="Willington School District",="White",55,96.5
="Wilton School District",="White",381,97.0
="Winchester School District",="White",67,100.0
="Windham School District",="White",287,88.0
="Windsor Locks School District",="White",171,94.5
="Windsor School District",="White",358,87.8
="Wolcott School District",="White",229,98.7
="Woodbridge School District",="White",74,96.1
="Woodstock Academy District",="White",99,96.1
="Woodstock School District",="White",79,98.8

