"Educator Race/Ethnicity Report for 2002-03"

"District","Race","Count","% of Total"
"Amistad Academy District","White",14,70.0
="Andover School District",="White",33,100.0
="Ansonia School District",="White",171,95.5
="Area Cooperative Educational Services",="White",277,91.4
="Ashford School District",="White",50,100.0
="Avon School District",="White",264,99.6
="Barkhamsted School District",="White",33,100.0
="Berlin School District",="White",277,98.6
="Bethany School District",="White",48,100.0
="Bethel School District",="White",286,98.6
="Bloomfield School District",="White",179,74.6
="Bolton School District",="White",100,98.0
="Bozrah School District",="White",28,96.6
="Branford School District",="White",320,97.9
="Bridgeport School District",="White",1286,74.0
="Bristol School District",="White",683,96.7
="Brookfield School District",="White",255,98.1
="Brooklyn School District",="White",83,100.0
="Canaan School District",="White",25,100.0
="Canterbury School District",="White",50,94.3
="Canton School District",="White",143,100.0
="Capitol Region Education Council",="White",240,88.9
="Chaplin School District",="White",32,100.0
="Cheshire School District",="White",410,98.1
="Chester School District",="White",43,100.0
="Clinton School District",="White",209,99.5
="Colchester School District",="White",264,96.7
="Colebrook School District",="White",19,100.0
="Columbia School District",="White",64,98.5
="Common Ground High School District",="White",8,61.5
="Connecticut Technical High School System",="White",1151,87.5
="Cooperative Educational Services",="White",113,97.4
="Cornwall School District",="White",29,96.7
="Coventry School District",="White",171,97.2
="Cromwell School District",="White",169,97.7
="Danbury School District",="White",762,92.5
="Darien School District",="White",387,98.0
="Deep River School District",="White",46,100.0
="Derby School District",="White",116,98.3
="East Granby School District",="White",81,95.3
="East Haddam School District",="White",129,100.0
="East Hampton School District",="White",163,99.4
="East Hartford School District",="White",604,93.6
="East Haven School District",="White",312,99.1
="East Lyme School District",="White",288,98.0
="East Windsor School District",="White",122,98.4
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="White",56,98.3
="Eastford School District",="White",22,100.0
="Easton School District",="White",93,97.9
="EdAdvance",="White",20,100.0
="Ellington School District",="White",203,97.6
="Enfield School District",="White",577,97.8
="Essex School District",="White",53,98.2
="Explorations District",="White",7,100.0
="Fairfield School District",="White",832,97.5
="Farmington School District",="White",363,95.8
="Franklin School District",="White",22,100.0
="Glastonbury School District",="White",525,96.9
="Granby School District",="White",179,98.4
="Greenwich School District",="White",852,93.2
="Griswold School District",="White",160,99.4
="Groton School District",="White",497,95.8
="Guilford School District",="White",340,99.1
="Hamden School District",="White",496,91.7
="Hampton School District",="White",25,96.2
="Hartford School District",="White",1423,65.1
="Hartland School District",="White",33,100.0
="Hebron School District",="White",92,98.9
="Highville Mustard Seed Charter School District",="White",10,52.6
="Integrated Day Charter School District",="White",18,94.7
="Interdistrict School for Arts and Comm District",="White",14,100.0
="Jumoke Academy District",="White",14,82.4
="Kent School District",="White",39,100.0
="Killingly School District",="White",245,98.4
="Learn",="White",78,94.0
="Lebanon School District",="White",134,95.0
="Ledyard School District",="White",254,97.7
="Lisbon School District",="White",53,100.0
="Litchfield School District",="White",132,100.0
="Madison School District",="White",210,99.1
="Manchester School District",="White",624,93.8
="Mansfield School District",="White",145,98.0
="Marlborough School District",="White",58,96.7
="Meriden School District",="White",678,92.4
="Middletown School District",="White",434,91.8
="Milford School District",="White",682,98.1
="Monroe School District",="White",332,98.2
="Montville School District",="White",274,98.6
="Naugatuck School District",="White",423,98.8
="New Beginnings Inc Family Academy District",="White",8,57.1
="New Britain School District",="White",706,83.4
="New Canaan School District",="White",371,98.4
="New Fairfield School District",="White",251,99.2
="New Hartford School District",="White",56,100.0
="New Haven School District",="White",1159,70.9
="New London School District",="White",260,82.5
="New Milford School District",="White",392,99.2
="Newington School District",="White",370,96.9
="Newtown School District",="White",405,99.3
="Norfolk School District",="White",23,100.0
="North Branford School District",="White",197,99.5
="North Canaan School District",="White",45,100.0
="North Haven School District",="White",317,97.5
="North Stonington School District",="White",92,100.0
="Norwalk School District",="White",805,86.3
="Norwich Free Academy District",="White",167,93.3
="Norwich School District",="White",287,98.6
="Odyssey Community School District",="White",10,100.0
="Office of Early Childhood (OEC)",="White",68,98.6
="Old Saybrook School District",="White",161,98.2
="Orange School District",="White",123,98.4
="Oxford School District",="White",114,99.1
="Plainfield School District",="White",214,99.5
="Plainville School District",="White",236,98.3
="Plymouth School District",="White",169,98.8
="Pomfret School District",="White",47,100.0
="Portland School District",="White",133,97.8
="Preston School District",="White",22,100.0
="Project Oceanology",="White",5,100.0
="Putnam School District",="White",140,98.6
="Redding School District",="White",119,99.2
="Regional School District 01",="White",65,98.5
="Regional School District 04",="White",97,98.0
="Regional School District 05",="White",222,97.4
="Regional School District 06",="White",108,99.1
="Regional School District 07",="White",110,100.0
="Regional School District 08",="White",145,96.7
="Regional School District 09",="White",91,97.9
="Regional School District 10",="White",233,98.7
="Regional School District 11",="White",52,100.0
="Regional School District 12",="White",111,99.1
="Regional School District 13",="White",197,99.5
="Regional School District 14",="White",191,99.0
="Regional School District 15",="White",365,98.9
="Regional School District 16",="White",208,99.1
="Regional School District 17",="White",231,98.7
="Regional School District 18",="White",168,99.4
="Regional School District 19",="White",119,96.0
="Ridgefield School District",="White",430,98.0
="Rocky Hill School District",="White",216,98.6
="Salem School District",="White",53,96.4
="Salisbury School District",="White",50,98.0
="Scotland School District",="White",24,100.0
="Seymour School District",="White",215,99.1
="Sharon School District",="White",41,100.0
="Shelton School District",="White",441,99.3
="Sherman School District",="White",44,95.7
="Side By Side Charter School District",="White",15,93.8
="Simsbury School District",="White",416,97.4
="Somers School District",="White",148,98.0
="South Windsor School District",="White",395,97.8
="Southington School District",="White",561,99.5
="Sprague School District",="White",40,100.0
="Stafford School District",="White",186,98.9
="Stamford School District",="White",1281,87.4
="Sterling School District",="White",36,100.0
="Stonington School District",="White",214,99.5
="Stratford School District",="White",624,96.0
="Suffield School District",="White",181,97.3
="The Bridge Academy District",="White",8,57.1
="The Gilbert School District",="White",59,100.0
="Thomaston School District",="White",105,96.3
="Thompson School District",="White",121,100.0
="Tolland School District",="White",256,96.6
="Torrington School District",="White",385,96.5
="Trailblazers Academy District",="White",13,92.9
="Trumbull School District",="White",511,97.2
="Unified School District #1",="White",183,89.7
="Unified School District #2",="White",103,88.8
="Union School District",="White",10,100.0
="Vernon School District",="White",370,96.1
="Voluntown School District",="White",31,100.0
="Wallingford School District",="White",617,98.6
="Waterbury School District",="White",1241,88.3
="Waterford School District",="White",279,97.6
="Watertown School District",="White",278,98.6
="West Hartford School District",="White",876,95.5
="West Haven School District",="White",560,95.4
="Westbrook School District",="White",97,96.0
="Weston School District",="White",230,97.5
="Westport School District",="White",529,96.9
="Wethersfield School District",="White",281,95.3
="Willington School District",="White",64,95.5
="Wilton School District",="White",360,98.4
="Winchester School District",="White",112,99.1
="Windham School District",="White",328,88.7
="Windsor Locks School District",="White",185,95.4
="Windsor School District",="White",408,91.1
="Wolcott School District",="White",244,99.2
="Woodbridge School District",="White",93,98.9
="Woodstock Academy District",="White",79,98.8
="Woodstock School District",="White",77,100.0

