"Educator Race/Ethnicity Report for 2002-03"

"District","Race","Count","% of Total"
"Amistad Academy District","Black or African American",3,15.0
="Ansonia School District",="Black or African American",6,3.4
="Area Cooperative Educational Services",="Black or African American",17,5.6
="Avon School District",="Black or African American",1,0.4
="Berlin School District",="Black or African American",1,0.4
="Bethel School District",="Black or African American",1,0.3
="Bloomfield School District",="Black or African American",56,23.3
="Branford School District",="Black or African American",3,0.9
="Bridgeport School District",="Black or African American",262,15.1
="Bristol School District",="Black or African American",10,1.4
="Brookfield School District",="Black or African American",1,0.4
="Canterbury School District",="Black or African American",1,1.9
="Capitol Region Education Council",="Black or African American",16,5.9
="Cheshire School District",="Black or African American",3,0.7
="Colchester School District",="Black or African American",1,0.4
="Common Ground High School District",="Black or African American",4,30.8
="Connecticut Technical High School System",="Black or African American",77,5.9
="Cooperative Educational Services",="Black or African American",2,1.7
="Coventry School District",="Black or African American",1,0.6
="Cromwell School District",="Black or African American",3,1.7
="Danbury School District",="Black or African American",36,4.4
="Darien School District",="Black or African American",1,0.3
="Derby School District",="Black or African American",1,0.9
="East Granby School District",="Black or African American",2,2.4
="East Hartford School District",="Black or African American",24,3.7
="East Lyme School District",="Black or African American",1,0.3
="Ellington School District",="Black or African American",1,0.5
="Enfield School District",="Black or African American",5,0.9
="Fairfield School District",="Black or African American",3,0.4
="Farmington School District",="Black or African American",5,1.3
="Glastonbury School District",="Black or African American",6,1.1
="Granby School District",="Black or African American",2,1.1
="Greenwich School District",="Black or African American",21,2.3
="Groton School District",="Black or African American",11,2.1
="Guilford School District",="Black or African American",2,0.6
="Hamden School District",="Black or African American",29,5.4
="Hartford School District",="Black or African American",400,18.3
="Hebron School District",="Black or African American",1,1.1
="Highville Mustard Seed Charter School District",="Black or African American",7,36.8
="Integrated Day Charter School District",="Black or African American",1,5.3
="Jumoke Academy District",="Black or African American",3,17.7
="Learn",="Black or African American",1,1.2
="Lebanon School District",="Black or African American",1,0.7
="Ledyard School District",="Black or African American",2,0.8
="Manchester School District",="Black or African American",21,3.2
="Mansfield School District",="Black or African American",2,1.4
="Meriden School District",="Black or African American",8,1.1
="Middletown School District",="Black or African American",27,5.7
="Milford School District",="Black or African American",4,0.6
="Monroe School District",="Black or African American",1,0.3
="Montville School District",="Black or African American",1,0.4
="Naugatuck School District",="Black or African American",2,0.5
="New Beginnings Inc Family Academy District",="Black or African American",5,35.7
="New Britain School District",="Black or African American",38,4.5
="New Canaan School District",="Black or African American",4,1.1
="New Fairfield School District",="Black or African American",1,0.4
="New Haven School District",="Black or African American",326,20.0
="New London School District",="Black or African American",26,8.3
="Newington School District",="Black or African American",5,1.3
="Newtown School District",="Black or African American",2,0.5
="North Haven School District",="Black or African American",2,0.6
="Norwalk School District",="Black or African American",70,7.5
="Norwich Free Academy District",="Black or African American",4,2.2
="Norwich School District",="Black or African American",4,1.4
="Office of Early Childhood (OEC)",="Black or African American",1,1.5
="Plainville School District",="Black or African American",3,1.3
="Regional School District 08",="Black or African American",1,0.7
="Regional School District 09",="Black or African American",1,1.1
="Regional School District 10",="Black or African American",1,0.4
="Regional School District 15",="Black or African American",2,0.5
="Regional School District 17",="Black or African American",1,0.4
="Regional School District 19",="Black or African American",1,0.8
="Ridgefield School District",="Black or African American",2,0.5
="Seymour School District",="Black or African American",2,0.9
="Shelton School District",="Black or African American",1,0.2
="Simsbury School District",="Black or African American",1,0.2
="South Windsor School District",="Black or African American",6,1.5
="Southington School District",="Black or African American",1,0.2
="Stamford School District",="Black or African American",106,7.2
="Stonington School District",="Black or African American",1,0.5
="Stratford School District",="Black or African American",16,2.5
="Suffield School District",="Black or African American",1,0.5
="The Bridge Academy District",="Black or African American",3,21.4
="Tolland School District",="Black or African American",1,0.4
="Torrington School District",="Black or African American",1,0.3
="Trailblazers Academy District",="Black or African American",1,7.1
="Trumbull School District",="Black or African American",3,0.6
="Unified School District #1",="Black or African American",12,5.9
="Unified School District #2",="Black or African American",8,6.9
="Vernon School District",="Black or African American",6,1.6
="Wallingford School District",="Black or African American",5,0.8
="Waterbury School District",="Black or African American",57,4.1
="Waterford School District",="Black or African American",2,0.7
="Watertown School District",="Black or African American",1,0.4
="West Hartford School District",="Black or African American",16,1.7
="West Haven School District",="Black or African American",19,3.2
="Weston School District",="Black or African American",2,0.9
="Westport School District",="Black or African American",3,0.6
="Wethersfield School District",="Black or African American",7,2.4
="Wilton School District",="Black or African American",1,0.3
="Windham School District",="Black or African American",4,1.1
="Windsor Locks School District",="Black or African American",3,1.6
="Windsor School District",="Black or African American",28,6.3
="Wolcott School District",="Black or African American",1,0.4
="Woodbridge School District",="Black or African American",1,1.1

