"Educator Race/Ethnicity Report for 2009-10"

"District","School","Race","Count","% of Total"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","White",35,81.4
="Amistad Academy District",="Amistad Academy",="White",61,77.2
="Andover School District",="Andover Elementary School",="White",35,100.0
="Ansonia School District",="Ansonia High School",="White",56,91.8
,="Ansonia Middle School",="White",36,90.0
,="Mead School",="White",47,92.2
,="Prendergast School",="White",58,100.0
="Area Cooperative Educational Services",="Collaborative Alternative Magnet School",="White",12,80.0
,="Mill Road School",="White",35,94.6
,="Thomas Edison Magnet Middle School",="White",66,90.4
,="Village School",="White",34,100.0
,="Whitney High School East",="White",26,92.9
,="Whitney High School North",="White",16,88.9
,="Whitney High School West",="White",11,100.0
,="Wintergreen Interdistrict Magnet School",="White",46,85.2
="Ashford School District",="Ashford School",="White",56,100.0
="Avon School District",="Avon High School",="White",87,97.8
,="Avon Middle School",="White",49,98.0
,="Pine Grove School",="White",53,98.1
,="Roaring Brook School",="White",52,100.0
,="Thompson Brook School",="White",50,98.0
="Barkhamsted School District",="Barkhamsted Elementary School",="White",31,100.0
,="Shared Services Integrated Preschool",="White",1,100.0
="Berlin School District",="Berlin High School",="White",97,99.0
,="Catherine M. McGee Middle School",="White",75,97.4
,="Emma Hart Willard School",="White",54,100.0
,="Mary E. Griswold School",="White",51,100.0
,="Richard D. Hubbard School",="White",28,100.0
="Bethany School District",="Bethany Community School",="White",57,100.0
="Bethel School District",="Anna H. Rockwell School",="White",39,100.0
,="Bethel High School",="White",97,99.0
,="Bethel Middle School",="White",62,96.9
,="Frank A. Berry School",="White",47,100.0
,="Ralph M. T. Johnson School",="White",41,100.0
="Bloomfield School District",="Bloomfield High School",="White",57,73.1
,="Carmen Arace Intermediate School",="White",39,84.8
,="Carmen Arace Middle School",="White",34,72.3
,="J. P. Vincent School",="White",22,68.8
,="Laurel School",="White",25,80.6
,="Metacomet School",="White",26,89.7
,="The Big Picture High School",="White",5,45.5
,="Wintonbury Early Childhood Magnet School",="White",21,91.3
="Bolton School District",="Bolton Center School",="White",56,98.2
,="Bolton High School",="White",39,100.0
="Bozrah School District",="Fields Memorial School",="White",28,100.0
="Branford School District",="Branford High School",="White",105,96.3
,="Francis Walsh Intermediate School",="White",101,99.0
,="Indian Neck School",="White",5,83.3
,="John B. Sliney School",="White",35,100.0
,="Mary R. Tisko School",="White",40,100.0
,="Mary T. Murphy School",="White",41,100.0
="Bridgeport Achievement First District",="Achievement First Bridgeport Academy",="White",11,55.0
="Bridgeport School District",="Barnum School",="White",36,69.2
,="Bassick High School",="White",69,71.9
,="Beardsley School",="White",33,84.6
,="Black Rock School",="White",28,84.8
,="Blackham School",="White",77,87.5
,="Bridgeport Learning Center",="White",17,81.0
,="Bridgeport Regional Vocational Aquaculture School",="White",14,87.5
,="Bryant School",="White",31,88.6
,="Central High School",="White",127,78.9
,="Central at Night",="White",1,100.0
,="Cesar Batalla School",="White",42,49.4
,="Classical Studies Academy",="White",19,61.3
,="Columbus School",="White",44,74.6
,="Cross School",="White",33,78.6
,="Curiale School",="White",37,72.5
,="Dunbar School",="White",22,59.5
,="Edison School",="White",31,88.6
,="Geraldine Johnson School",="White",49,83.1
,="Hall School",="White",25,80.6
,="Hallen School",="White",25,78.1
,="Harding High School",="White",77,61.6
,="High Horizons Magnet School",="White",27,77.1
,="Hooker School",="White",30,78.9
,="Jettie S. Tisdale School",="White",42,77.8
,="Longfellow School",="White",23,53.5
,="Luis Munoz Marin School",="White",52,71.2
,="Madison School",="White",42,89.4
,="Make The Grade",="White",4,36.4
,="Multicultural Magnet School",="White",32,74.4
,="New Start Program",="White",10,90.9
,="Park City Academy",="White",8,80.0
,="Park City Magnet School",="White",27,71.1
,="Read School",="White",58,86.6
,="Roosevelt School",="White",32,62.7
,="Skane Center",="White",22,81.5
,="The University School",="White",10,90.9
,="Waltersville School",="White",32,72.7
,="Winthrop School",="White",42,73.7
="Bristol School District",="Alternative Special Education Program (ASEP)",="White",5,100.0
,="Bristol Central High School",="White",104,92.0
,="Bristol Eastern High School",="White",98,96.1
,="Chippens Hill Middle School",="White",78,95.1
,="Clara T. O'Connell School",="White",36,92.3
,="Clarence A. Bingham School",="White",25,96.2
,="Community/Vocational Program",="White",1,100.0
,="Edgewood School",="White",30,93.8
,="Ellen P. Hubbell School",="White",43,100.0
,="Greene-Hills School",="White",31,93.9
,="Ivy Drive School",="White",31,100.0
,="John J. Jennings School",="White",30,96.8
,="Memorial Boulevard Middle School",="White",49,98.0
,="Mountain View School",="White",30,100.0
,="Northeast Middle School",="White",53,100.0
,="South Side School",="White",43,93.5
,="Stafford School",="White",41,97.6
="Brookfield School District",="Brookfield High School",="White",73,93.6
,="Center Elementary School",="White",37,100.0
,="Huckleberry Hill Elementary School",="White",43,95.6
,="Whisconier Middle School",="White",75,98.7
="Brooklyn School District",="Brooklyn Elementary School",="White",43,97.7
,="Brooklyn Middle School",="White",41,100.0
