"Educator Race/Ethnicity Report for 2008-09"

"District","Race","Count","% of Total"
"Achievement First Hartford Academy Inc. District","White",18,69.2
="Amistad Academy District",="White",49,77.8
="Andover School District",="White",36,100.0
="Ansonia School District",="White",199,93.4
="Area Cooperative Educational Services",="White",282,91.9
="Ashford School District",="White",53,100.0
="Avon School District",="White",295,98.7
="Barkhamsted School District",="White",33,100.0
="Berlin School District",="White",292,98.7
="Bethany School District",="White",54,100.0
="Bethel School District",="White",284,99.0
="Bloomfield School District",="White",189,74.7
="Bolton School District",="White",96,99.0
="Bozrah School District",="White",28,100.0
="Branford School District",="White",327,97.9
="Bridgeport Achievement First District",="White",9,64.3
="Bridgeport School District",="White",1294,73.3
="Bristol School District",="White",702,96.2
="Brookfield School District",="White",232,95.9
="Brooklyn School District",="White",80,98.8
="Canaan School District",="White",23,100.0
="Canterbury School District",="White",50,94.3
="Canton School District",="White",152,100.0
="Capitol Region Education Council",="White",411,86.5
="Chaplin School District",="White",28,100.0
="Charter School for Young Children on Asylum Hill District",="White",10,90.9
="Cheshire School District",="White",417,97.4
="Chester School District",="White",41,100.0
="Clinton School District",="White",211,99.1
="Colchester School District",="White",280,97.9
="Colebrook School District",="White",21,100.0
="Columbia School District",="White",62,96.9
="Common Ground High School District",="White",16,94.1
="Connecticut Technical High School System",="White",1189,88.9
="Cooperative Educational Services",="White",142,92.8
="Cornwall School District",="White",24,96.0
="Coventry School District",="White",176,97.8
="Cromwell School District",="White",183,97.3
="Danbury School District",="White",777,90.1
="Darien School District",="White",479,98.0
="Deep River School District",="White",42,95.5
="Department of Mental Health and Addiction Services",="White",3,100.0
="Department of Social Services",="White",31,93.9
="Derby School District",="White",120,95.2
="East Granby School District",="White",85,97.7
="East Haddam School District",="White",131,100.0
="East Hampton School District",="White",176,98.3
="East Hartford School District",="White",616,89.7
="East Haven School District",="White",324,98.8
="East Lyme School District",="White",289,99.0
="East Windsor School District",="White",129,97.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="White",73,93.6
="Eastford School District",="White",21,95.5
="Easton School District",="White",108,99.1
="EdAdvance",="White",22,100.0
="Ellington School District",="White",215,97.3
="Elm City College Preparatory School",="White",38,76.0
="Enfield School District",="White",555,97.5
="Essex School District",="White",61,98.4
="Explorations District",="White",8,100.0
="Fairfield School District",="White",964,97.2
="Farmington School District",="White",379,95.5
="Franklin School District",="White",26,100.0
="Glastonbury School District",="White",567,96.4
="Granby School District",="White",188,98.4
="Greenwich School District",="White",863,90.9
="Griswold School District",="White",189,98.4
="Groton School District",="White",470,93.3
="Guilford School District",="White",345,97.7
="Hamden School District",="White",516,90.4
="Hampton School District",="White",18,94.7
="Hartford School District",="White",1443,69.9
="Hartland School District",="White",32,100.0
="Hebron School District",="White",97,98.0
="Highville Charter School District",="White",21,87.5
="Integrated Day Charter School District",="White",23,92.0
="Interdistrict School for Arts and Comm District",="White",18,90.0
="Jumoke Academy District",="White",18,62.1
="Kent School District",="White",36,100.0
="Killingly School District",="White",261,98.1
="Learn",="White",117,94.4
="Lebanon School District",="White",133,96.4
="Ledyard School District",="White",255,97.7
="Lisbon School District",="White",55,100.0
="Litchfield School District",="White",119,98.4
="Madison School District",="White",333,98.5
="Manchester School District",="White",617,92.4
="Mansfield School District",="White",139,96.5
="Marlborough School District",="White",57,96.6
="Meriden School District",="White",653,90.6
="Middletown School District",="White",430,93.1
="Milford School District",="White",710,98.2
="Monroe School District",="White",338,99.1
="Montville School District",="White",265,98.2
="Naugatuck School District",="White",407,97.8
="New Beginnings Inc Family Academy District",="White",21,67.7
="New Britain School District",="White",697,81.5
="New Canaan School District",="White",404,97.1
="New Fairfield School District",="White",252,98.4
="New Hartford School District",="White",57,98.3
="New Haven School District",="White",1361,72.9
="New London School District",="White",239,80.5
="New Milford School District",="White",402,98.8
="Newington School District",="White",383,96.7
="Newtown School District",="White",457,98.5
="Norfolk School District",="White",29,100.0
="North Branford School District",="White",209,99.5
="North Canaan School District",="White",41,100.0
="North Haven School District",="White",328,96.2
="North Stonington School District",="White",91,100.0
="Norwalk School District",="White",820,85.1
="Norwich Free Academy District",="White",179,92.3
="Norwich School District",="White",319,95.5
="Odyssey Community School District",="White",19,100.0
="Office of Early Childhood (OEC)",="White",41,100.0
="Old Saybrook School District",="White",164,99.4
="Orange School District",="White",131,98.5
="Oxford School District",="White",160,98.8
="Park City Prep Charter School District",="White",13,81.3
="Plainfield School District",="White",230,100.0
="Plainville School District",="White",247,98.8
="Plymouth School District",="White",151,98.1
="Pomfret School District",="White",50,100.0
="Portland School District",="White",127,100.0
="Preston School District",="White",49,98.0
="Project Oceanology",="White",7,100.0
="Putnam School District",="White",118,100.0
="Redding School District",="White",131,97.8
="Regional School District 01",="White",65,100.0
="Regional School District 04",="White",102,96.2
="Regional School District 05",="White",240,96.0
="Regional School District 06",="White",106,98.2
="Regional School District 07",="White",112,97.4
="Regional School District 08",="White",164,97.0
="Regional School District 09",="White",107,99.1
="Regional School District 10",="White",252,97.7
="Regional School District 11",="White",40,95.2
="Regional School District 12",="White",117,98.3
="Regional School District 13",="White",207,98.1
="Regional School District 14",="White",190,99.0
="Regional School District 15",="White",378,98.7
="Regional School District 16",="White",228,99.6
="Regional School District 17",="White",230,98.3
="Regional School District 18",="White",163,97.6
="Regional School District 19",="White",124,98.4
="Ridgefield School District",="White",445,97.2
="Rocky Hill School District",="White",226,96.6
="Salem School District",="White",53,96.4
="Salisbury School District",="White",44,97.8
="Scotland School District",="White",21,100.0
="Seymour School District",="White",211,99.1
="Sharon School District",="White",37,100.0
="Shelton School District",="White",441,98.9
="Sherman School District",="White",46,95.8
="Side By Side Charter School District",="White",17,100.0
="Simsbury School District",="White",423,97.0
="Somers School District",="White",161,98.2
="South Windsor School District",="White",399,95.9
="Southington School District",="White",585,98.5
="Sprague School District",="White",32,94.1
="Stafford School District",="White",175,97.8
="Stamford Academy District",="White",15,93.8
="Stamford School District",="White",1260,85.3
="Sterling School District",="White",42,100.0
="Stonington School District",="White",227,97.4
="Stratford School District",="White",588,94.5
="Suffield School District",="White",221,95.7
="The Bridge Academy District",="White",18,78.3
="The Gilbert School District",="White",45,100.0
="Thomaston School District",="White",107,97.3
="Thompson School District",="White",119,98.4
="Tolland School District",="White",253,95.8
="Torrington School District",="White",392,96.8
="Trailblazers Academy District",="White",19,90.5
="Trumbull School District",="White",584,96.7
="Unified School District #1",="White",196,88.7
="Unified School District #2",="White",102,90.3
="Union School District",="White",12,100.0
="Vernon School District",="White",336,95.7
="Voluntown School District",="White",37,100.0
="Wallingford School District",="White",624,98.1
="Waterbury School District",="White",1395,87.7
="Waterford School District",="White",263,97.1
="Watertown School District",="White",270,98.9
="West Hartford School District",="White",896,94.0
="West Haven School District",="White",543,94.9
="Westbrook School District",="White",106,100.0
="Weston School District",="White",246,98.0
="Westport School District",="White",601,96.3
="Wethersfield School District",="White",311,94.2
="Willington School District",="White",60,96.8
="Wilton School District",="White",394,98.0
="Winchester School District",="White",103,100.0
="Windham School District",="White",315,88.7
="Windsor Locks School District",="White",186,95.4
="Windsor School District",="White",397,90.9
="Wolcott School District",="White",242,97.2
="Woodbridge School District",="White",77,96.3
="Woodstock Academy District",="White",98,96.1
="Woodstock School District",="White",76,98.7

