"Educator Race/Ethnicity Report for 2004-05"

"District","Race","Count","% of Total"
"Amistad Academy District","White",15,65.2
="Andover School District",="White",35,100.0
="Ansonia School District",="White",193,93.7
="Area Cooperative Educational Services",="White",270,91.8
="Ashford School District",="White",50,100.0
="Avon School District",="White",272,99.3
="Barkhamsted School District",="White",34,100.0
="Berlin School District",="White",282,98.6
="Bethany School District",="White",52,100.0
="Bethel School District",="White",287,99.3
="Bloomfield School District",="White",188,74.3
="Bolton School District",="White",100,99.0
="Bozrah School District",="White",29,96.7
="Branford School District",="White",323,97.9
="Bridgeport School District",="White",1252,73.4
="Bristol School District",="White",699,96.7
="Brookfield School District",="White",256,97.7
="Brooklyn School District",="White",81,98.8
="Canaan School District",="White",24,100.0
="Canterbury School District",="White",54,96.4
="Canton School District",="White",145,100.0
="Capitol Region Education Council",="White",306,87.2
="Chaplin School District",="White",30,100.0
="Cheshire School District",="White",395,98.0
="Chester School District",="White",38,100.0
="Clinton School District",="White",212,100.0
="Colchester School District",="White",265,98.2
="Colebrook School District",="White",22,100.0
="Columbia School District",="White",65,98.5
="Common Ground High School District",="White",12,100.0
="Connecticut Technical High School System",="White",1143,87.4
="Cooperative Educational Services",="White",119,94.4
="Cornwall School District",="White",28,100.0
="Coventry School District",="White",174,98.3
="Cromwell School District",="White",170,98.8
="Danbury School District",="White",773,92.1
="Darien School District",="White",408,96.9
="Deep River School District",="White",47,97.9
="Derby School District",="White",122,96.8
="East Granby School District",="White",83,97.7
="East Haddam School District",="White",128,99.2
="East Hampton School District",="White",160,99.4
="East Hartford School District",="White",606,92.7
="East Haven School District",="White",313,98.4
="East Lyme School District",="White",282,97.9
="East Windsor School District",="White",121,98.4
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="White",57,98.3
="Eastford School District",="White",21,100.0
="Easton School District",="White",102,98.1
="EdAdvance",="White",16,100.0
="Ellington School District",="White",203,96.2
="Elm City College Preparatory School",="White",10,62.5
="Enfield School District",="White",554,97.5
="Essex School District",="White",57,96.6
="Explorations District",="White",7,100.0
="Fairfield School District",="White",902,97.2
="Farmington School District",="White",374,95.4
="Franklin School District",="White",23,100.0
="Glastonbury School District",="White",532,96.9
="Granby School District",="White",184,98.4
="Greenwich School District",="White",883,92.4
="Griswold School District",="White",190,99.5
="Groton School District",="White",493,95.7
="Guilford School District",="White",347,99.4
="Hamden School District",="White",497,91.7
="Hampton School District",="White",22,95.7
="Hartford School District",="White",1432,67.0
="Hartland School District",="White",28,100.0
="Hebron School District",="White",95,96.9
="Highville Mustard Seed Charter School District",="White",16,69.6
="Integrated Day Charter School District",="White",21,95.5
="Interdistrict School for Arts and Comm District",="White",15,93.8
="Jumoke Academy District",="White",11,61.1
="Kent School District",="White",39,100.0
="Killingly School District",="White",257,99.2
="Learn",="White",85,93.4
="Lebanon School District",="White",132,95.7
="Ledyard School District",="White",250,97.7
="Lisbon School District",="White",56,100.0
="Litchfield School District",="White",123,100.0
="Madison School District",="White",303,99.3
="Manchester School District",="White",603,92.9
="Mansfield School District",="White",140,97.2
="Marlborough School District",="White",59,98.3
="Meriden School District",="White",665,91.7
="Middletown School District",="White",416,92.0
="Milford School District",="White",689,98.4
="Monroe School District",="White",332,98.8
="Montville School District",="White",266,98.2
="Naugatuck School District",="White",408,98.8
="New Beginnings Inc Family Academy District",="White",15,68.2
="New Britain School District",="White",699,83.4
="New Canaan School District",="White",388,97.7
="New Fairfield School District",="White",256,99.2
="New Hartford School District",="White",56,100.0
="New Haven School District",="White",1278,71.5
="New London School District",="White",243,81.5
="New Milford School District",="White",386,98.7
="Newington School District",="White",375,97.7
