"Educator Race/Ethnicity Report for 2007-08"

"District","Race","Count","% of Total"
"Amistad Academy District","White",29,67.4
="Andover School District",="White",36,100.0
="Ansonia School District",="White",194,95.1
="Area Cooperative Educational Services",="White",269,92.8
="Ashford School District",="White",54,100.0
="Avon School District",="White",290,98.6
="Barkhamsted School District",="White",35,100.0
="Berlin School District",="White",279,98.6
="Bethany School District",="White",54,100.0
="Bethel School District",="White",284,98.6
="Bloomfield School District",="White",191,74.3
="Bolton School District",="White",96,99.0
="Bozrah School District",="White",28,96.6
="Branford School District",="White",337,98.0
="Bridgeport Achievement First District",="White",3,37.5
="Bridgeport School District",="White",1273,73.0
="Bristol School District",="White",702,96.6
="Brookfield School District",="White",242,97.2
="Brooklyn School District",="White",81,98.8
="Canaan School District",="White",23,95.8
="Canterbury School District",="White",49,94.2
="Canton School District",="White",148,99.3
="Capitol Region Education Council",="White",328,87.7
="Chaplin School District",="White",29,100.0
="Cheshire School District",="White",413,97.2
="Chester School District",="White",42,97.7
="Clinton School District",="White",207,99.5
="Colchester School District",="White",278,98.6
="Colebrook School District",="White",21,100.0
="Columbia School District",="White",64,97.0
="Common Ground High School District",="White",13,92.9
="Connecticut Technical High School System",="White",1181,88.7
="Cooperative Educational Services",="White",133,94.3
="Cornwall School District",="White",27,100.0
="Coventry School District",="White",173,98.3
="Cromwell School District",="White",180,97.8
="Danbury School District",="White",781,90.8
="Darien School District",="White",459,97.5
="Deep River School District",="White",47,95.9
="Department of Mental Health and Addiction Services",="White",3,100.0
="Department of Social Services",="White",31,96.9
="Derby School District",="White",122,95.3
="East Granby School District",="White",87,97.8
="East Haddam School District",="White",127,100.0
="East Hampton School District",="White",173,98.3
="East Hartford School District",="White",597,90.5
="East Haven School District",="White",310,98.4
="East Lyme School District",="White",287,99.0
="East Windsor School District",="White",126,98.4
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="White",63,94.0
="Eastford School District",="White",20,100.0
="Easton School District",="White",106,99.1
="EdAdvance",="White",21,91.3
="Ellington School District",="White",214,97.3
="Elm City College Preparatory School",="White",27,71.1
="Enfield School District",="White",557,97.4
="Essex School District",="White",63,98.4
="Explorations District",="White",8,100.0
="Fairfield School District",="White",946,97.1
="Farmington School District",="White",375,95.4
="Franklin School District",="White",26,100.0
="Glastonbury School District",="White",572,97.0
="Granby School District",="White",194,98.5
="Greenwich School District",="White",864,91.5
="Griswold School District",="White",190,99.5
="Groton School District",="White",466,93.6
="Guilford School District",="White",340,98.0
="Hamden School District",="White",505,90.5
="Hampton School District",="White",18,94.7
="Hartford School District",="White",1507,69.7
="Hartland School District",="White",28,100.0
="Hebron School District",="White",95,97.9
="Highville Charter School District",="White",19,100.0
="Integrated Day Charter School District",="White",24,100.0
