"Educator Race/Ethnicity Report for 2009-10"

"District","Race","Count","% of Total"
"Achievement First Hartford Academy Inc. District","White",35,81.4
="Amistad Academy District",="White",61,77.2
="Andover School District",="White",36,100.0
="Ansonia School District",="White",190,93.1
="Area Cooperative Educational Services",="White",276,91.7
="Ashford School District",="White",56,100.0
="Avon School District",="White",284,98.6
="Barkhamsted School District",="White",33,100.0
="Berlin School District",="White",292,99.0
="Bethany School District",="White",58,100.0
="Bethel School District",="White",281,98.9
="Bloomfield School District",="White",201,76.4
="Bolton School District",="White",95,99.0
="Bozrah School District",="White",29,100.0
="Branford School District",="White",324,98.2
="Bridgeport Achievement First District",="White",11,55.0
="Bridgeport School District",="White",1288,73.6
="Bristol School District",="White",692,96.0
="Brookfield School District",="White",229,96.6
="Brooklyn School District",="White",79,98.8
="Canaan School District",="White",24,100.0
="Canterbury School District",="White",50,96.2
="Canton School District",="White",153,100.0
="Capitol Region Education Council",="White",437,85.9
="Chaplin School District",="White",27,100.0
="Charter School for Young Children on Asylum Hill District",="White",10,66.7
="Cheshire School District",="White",396,98.0
="Chester School District",="White",41,100.0
="Clinton School District",="White",208,98.6
="Colchester School District",="White",278,97.9
="Colebrook School District",="White",18,100.0
="Columbia School District",="White",58,96.7
="Common Ground High School District",="White",14,93.3
="Connecticut Technical High School System",="White",1124,89.1
="Cooperative Educational Services",="White",150,93.8
="Cornwall School District",="White",25,100.0
="Coventry School District",="White",170,97.7
="Cromwell School District",="White",183,96.3
="Danbury School District",="White",746,89.5
="Darien School District",="White",480,98.0
="Deep River School District",="White",41,95.4
="Department of Mental Health and Addiction Services",="White",3,100.0
="Department of Social Services",="White",32,97.0
="Derby School District",="White",117,95.1
="East Granby School District",="White",85,97.7
="East Haddam School District",="White",131,100.0
="East Hampton School District",="White",171,98.3
="East Hartford School District",="White",583,90.0
="East Haven School District",="White",308,98.7
="East Lyme School District",="White",287,98.6
="East Windsor School District",="White",120,97.6
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="White",78,97.5
="Eastford School District",="White",23,100.0
="Easton School District",="White",108,99.1
="EdAdvance",="White",23,100.0
="Ellington School District",="White",213,97.3
="Elm City College Preparatory School District",="White",41,80.4
="Enfield School District",="White",540,97.7
="Essex School District",="White",64,98.5
="Explorations District",="White",8,100.0
="Fairfield School District",="White",966,97.1
="Farmington School District",="White",359,95.5
="Franklin School District",="White",26,100.0
="Glastonbury School District",="White",550,96.2
="Granby School District",="White",186,97.9
="Greenwich School District",="White",856,90.8
="Griswold School District",="White",190,98.5
="Groton School District",="White",469,93.1
="Guilford School District",="White",343,97.7
="Hamden School District",="White",518,90.2
="Hampton School District",="White",17,94.4
="Hartford School District",="White",1320,70.4
="Hartland School District",="White",28,100.0
="Hebron School District",="White",94,96.9
="Highville Charter School District",="White",21,91.3
="Integrated Day Charter School District",="White",21,91.3
="Interdistrict School for Arts and Comm District",="White",20,95.2
="Jumoke Academy District",="White",15,55.6
="Kent School District",="White",38,100.0
="Killingly School District",="White",252,98.4
="Learn",="White",123,92.5
="Lebanon School District",="White",133,96.4
="Ledyard School District",="White",238,96.8
="Lisbon School District",="White",58,100.0
="Litchfield School District",="White",115,98.3
="Madison School District",="White",339,98.6
="Manchester School District",="White",625,91.8
="Mansfield School District",="White",134,96.4
="Marlborough School District",="White",56,98.3
="Meriden School District",="White",639,90.3
="Middletown School District",="White",430,93.5
="Milford School District",="White",711,98.2
="Monroe School District",="White",323,98.8
="Montville School District",="White",254,97.7
="Naugatuck School District",="White",404,97.4
="New Beginnings Inc Family Academy District",="White",23,79.3
="New Britain School District",="White",709,81.9
="New Canaan School District",="White",405,97.1
="New Fairfield School District",="White",254,98.5
="New Hartford School District",="White",60,98.4
="New Haven School District",="White",1364,72.3
="New London School District",="White",233,80.9
="New Milford School District",="White",395,98.3
="Newington School District",="White",378,96.4
="Newtown School District",="White",455,97.4
="Norfolk School District",="White",24,100.0
="North Branford School District",="White",206,99.0
="North Canaan School District",="White",43,100.0
="North Haven School District",="White",323,96.1
="North Stonington School District",="White",90,100.0
="Norwalk School District",="White",817,85.2
="Norwich Free Academy District",="White",182,91.9
="Norwich School District",="White",305,95.6
="Odyssey Community School District",="White",21,100.0
