"Educator Race/Ethnicity Report for 2002-03"

"District","School","Race","Count","% of Total"
"Amistad Academy District","Amistad Academy","Black or African American",3,15.0
="Ansonia School District",="Ansonia High School",="Black or African American",1,2.0
,="Ansonia Middle School",="Black or African American",4,8.9
,="Mead School",="Black or African American",1,2.6
="Area Cooperative Educational Services",="A. C. E. S. Special Education Town Campus Learning Center",="Black or African American",4,2.9
,="Collaborative Alternative Magnet School",="Black or African American",1,7.7
,="Thomas Edison Magnet Middle School",="Black or African American",6,8.2
,="Wintergreen Interdistrict Magnet School",="Black or African American",4,7.1
="Avon School District",="Thompson Brook School",="Black or African American",1,2.3
="Berlin School District",="Mary E. Griswold School",="Black or African American",1,2.1
="Bethel School District",="Anna H. Rockwell School",="Black or African American",1,2.7
,="Frank A. Berry School",="Black or African American",1,2.4
="Bloomfield School District",="Bloomfield High School",="Black or African American",17,22.7
,="Carmen Arace Middle School",="Black or African American",21,29.6
,="J. P. Vincent School",="Black or African American",8,21.1
,="Laurel School",="Black or African American",5,16.7
,="Metacomet School",="Black or African American",6,22.2
="Branford School District",="Branford High School",="Black or African American",1,0.9
,="John B. Sliney School",="Black or African American",1,2.9
,="Mary T. Murphy School",="Black or African American",1,2.5
="Bridgeport School District",="Barnum School",="Black or African American",3,8.1
,="Bassick High School",="Black or African American",15,16.0
,="Beardsley School",="Black or African American",4,8.7
,="Black Rock School",="Black or African American",5,17.9
,="Blackham School",="Black or African American",11,12.4
,="Central High School",="Black or African American",21,11.8
,="Cesar Batalla School",="Black or African American",2,4.8
,="Classical Studies Academy",="Black or African American",5,16.1
,="Columbus School",="Black or African American",4,6.3
,="Cross School",="Black or African American",20,48.8
,="Curiale School",="Black or African American",4,6.8
,="Dunbar School",="Black or African American",21,40.4
,="Edison School",="Black or African American",1,3.4
,="Garfield School",="Black or African American",1,3.8
,="Geraldine Johnson School",="Black or African American",2,11.1
,="Hall School",="Black or African American",3,10.7
,="Hallen School",="Black or African American",5,13.9
,="Harding High School",="Black or African American",16,14.7
,="High Horizons Magnet School",="Black or African American",4,10.8
,="Hooker School",="Black or African American",7,17.1
,="Jettie S. Tisdale School",="Black or African American",13,33.3
,="Longfellow School",="Black or African American",34,51.5
,="Luis Munoz Marin School",="Black or African American",8,10.8
,="Madison School",="Black or African American",2,3.8
,="Maplewood Annex",="Black or African American",1,4.0
,="Multicultural Magnet School",="Black or African American",3,7.9
,="Newfield School",="Black or African American",7,41.2
,="Park City Magnet School",="Black or African American",6,15.0
,="Read School",="Black or African American",7,9.6
,="Roosevelt School",="Black or African American",11,14.9
,="Skane Center",="Black or African American",3,11.1
,="Waltersville School",="Black or African American",9,15.8
,="Winthrop School",="Black or African American",11,18.0
