"Physical Fitness Tests: Students Reaching Health Standard, 2015-16"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"District","District Code","Grade","Test","2015-16"
"Achievement First Hartford Academy Inc. District","=""2880013""","All Grades","All Tests - District",36.9
"Achievement First Hartford Academy Inc. District","=""2880013""","All Grades","Curl Up",56.4
"Achievement First Hartford Academy Inc. District","=""2880013""","All Grades","Mile Run",57.0
"Achievement First Hartford Academy Inc. District","=""2880013""","All Grades","Push Up",54.8
"Achievement First Hartford Academy Inc. District","=""2880013""","All Grades","Sit and Reach",70.1
"Amistad Academy District","=""2790013""","All Grades","All Tests - District",23.0
"Amistad Academy District","=""2790013""","All Grades","Curl Up",44.9
"Amistad Academy District","=""2790013""","All Grades","Mile Run",74.3
"Amistad Academy District","=""2790013""","All Grades","Push Up",54.0
"Amistad Academy District","=""2790013""","All Grades","Sit and Reach",65.8
"Andover School District","=""0010011""","All Grades","All Tests - District",76.7
"Andover School District","=""0010011""","All Grades","Curl Up",84.9
"Andover School District","=""0010011""","All Grades","Mile Run",97.7
"Andover School District","=""0010011""","All Grades","Push Up",91.9
"Andover School District","=""0010011""","All Grades","Sit and Reach",96.5
"Ansonia School District","=""0020011""","All Grades","All Tests - District",43.5
"Ansonia School District","=""0020011""","All Grades","Curl Up",82.1
"Ansonia School District","=""0020011""","All Grades","Mile Run",66.6
"Ansonia School District","=""0020011""","All Grades","Push Up",69.5
"Ansonia School District","=""0020011""","All Grades","Sit and Reach",85.7
"Area Cooperative Educational Services","=""2440014""","All Grades","All Tests - District",35.2
"Area Cooperative Educational Services","=""2440014""","All Grades","Curl Up",73.3
"Area Cooperative Educational Services","=""2440014""","All Grades","Mile Run",70.5
"Area Cooperative Educational Services","=""2440014""","All Grades","Push Up",49.5
"Area Cooperative Educational Services","=""2440014""","All Grades","Sit and Reach",73.7
"Ashford School District","=""0030011""","All Grades","All Tests - District",11.0
"Ashford School District","=""0030011""","All Grades","Curl Up",81.7
"Ashford School District","=""0030011""","All Grades","Mile Run",70.6
"Ashford School District","=""0030011""","All Grades","Push Up",29.4
"Ashford School District","=""0030011""","All Grades","Sit and Reach",45.0
"Avon School District","=""0040011""","All Grades","All Tests - District",59.2
"Avon School District","=""0040011""","All Grades","Curl Up",85.4
"Avon School District","=""0040011""","All Grades","Mile Run",78.0
"Avon School District","=""0040011""","All Grades","Push Up",75.2
"Avon School District","=""0040011""","All Grades","Sit and Reach",72.3
"Barkhamsted School District","=""0050011""","All Grades","All Tests - District",49.5
"Barkhamsted School District","=""0050011""","All Grades","Curl Up",88.4
"Barkhamsted School District","=""0050011""","All Grades","Mile Run",71.6
"Barkhamsted School District","=""0050011""","All Grades","Push Up",65.3
"Barkhamsted School District","=""0050011""","All Grades","Sit and Reach",85.3
"Berlin School District","=""0070011""","All Grades","All Tests - District",56.6
"Berlin School District","=""0070011""","All Grades","Curl Up",88.5
"Berlin School District","=""0070011""","All Grades","Mile Run",78.8
"Berlin School District","=""0070011""","All Grades","Push Up",76.0
"Berlin School District","=""0070011""","All Grades","Sit and Reach",86.5
"Bethany School District","=""0080011""","All Grades","All Tests - District",48.7
"Bethany School District","=""0080011""","All Grades","Curl Up",92.0
"Bethany School District","=""0080011""","All Grades","Mile Run",76.1
"Bethany School District","=""0080011""","All Grades","Push Up",76.1
"Bethany School District","=""0080011""","All Grades","Sit and Reach",66.4
"Bethel School District","=""0090011""","All Grades","All Tests - District",46.3
"Bethel School District","=""0090011""","All Grades","Curl Up",83.6
"Bethel School District","=""0090011""","All Grades","Mile Run",73.3
"Bethel School District","=""0090011""","All Grades","Push Up",62.9
"Bethel School District","=""0090011""","All Grades","Sit and Reach",84.0
"Bloomfield School District","=""0110011""","All Grades","All Tests - District",52.4
"Bloomfield School District","=""0110011""","All Grades","Curl Up",75.9
"Bloomfield School District","=""0110011""","All Grades","Mile Run",70.5
"Bloomfield School District","=""0110011""","All Grades","Push Up",66.6
