"Physical Fitness Tests: Students Reaching Health Standard, 2008-09"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"District","District Code","Grade","Test","2008-09"
"Amistad Academy District","=""2790013""","Grade 4","All Tests - District","N/A"
"Amistad Academy District","=""2790013""","Grade 4","Curl Up","N/A"
"Amistad Academy District","=""2790013""","Grade 4","Mile Run","N/A"
"Amistad Academy District","=""2790013""","Grade 4","Push Up","N/A"
"Amistad Academy District","=""2790013""","Grade 4","Sit and Reach","N/A"
"Amistad Academy District","=""2790013""","Grade 6","All Tests - District","*"
"Amistad Academy District","=""2790013""","Grade 6","Curl Up",61.1
"Amistad Academy District","=""2790013""","Grade 6","Mile Run","*"
"Amistad Academy District","=""2790013""","Grade 6","Push Up",36.1
"Amistad Academy District","=""2790013""","Grade 6","Sit and Reach",47.2
"Amistad Academy District","=""2790013""","Grade 8","All Tests - District","*"
"Amistad Academy District","=""2790013""","Grade 8","Curl Up",48.5
"Amistad Academy District","=""2790013""","Grade 8","Mile Run","*"
"Amistad Academy District","=""2790013""","Grade 8","Push Up",57.6
"Amistad Academy District","=""2790013""","Grade 8","Sit and Reach",39.4
"Amistad Academy District","=""2790013""","Grade 10","All Tests - District","N/A"
"Amistad Academy District","=""2790013""","Grade 10","Curl Up","N/A"
"Amistad Academy District","=""2790013""","Grade 10","Mile Run","N/A"
"Amistad Academy District","=""2790013""","Grade 10","Push Up","N/A"
"Amistad Academy District","=""2790013""","Grade 10","Sit and Reach","N/A"
"Andover School District","=""0010011""","Grade 4","All Tests - District",26.8
"Andover School District","=""0010011""","Grade 4","Curl Up",53.7
"Andover School District","=""0010011""","Grade 4","Mile Run",46.3
"Andover School District","=""0010011""","Grade 4","Push Up",78.0
"Andover School District","=""0010011""","Grade 4","Sit and Reach",90.2
"Andover School District","=""0010011""","Grade 6","All Tests - District",35.6
"Andover School District","=""0010011""","Grade 6","Curl Up",62.2
"Andover School District","=""0010011""","Grade 6","Mile Run",53.3
"Andover School District","=""0010011""","Grade 6","Push Up",73.3
"Andover School District","=""0010011""","Grade 6","Sit and Reach",77.8
"Andover School District","=""0010011""","Grade 8","All Tests - District","N/A"
"Andover School District","=""0010011""","Grade 8","Curl Up","N/A"
"Andover School District","=""0010011""","Grade 8","Mile Run","N/A"
"Andover School District","=""0010011""","Grade 8","Push Up","N/A"
"Andover School District","=""0010011""","Grade 8","Sit and Reach","N/A"
"Andover School District","=""0010011""","Grade 10","All Tests - District","N/A"
"Andover School District","=""0010011""","Grade 10","Curl Up","N/A"
"Andover School District","=""0010011""","Grade 10","Mile Run","N/A"
"Andover School District","=""0010011""","Grade 10","Push Up","N/A"
"Andover School District","=""0010011""","Grade 10","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Grade 4","All Tests - District",10.1
"Ansonia School District","=""0020011""","Grade 4","Curl Up",31.9
"Ansonia School District","=""0020011""","Grade 4","Mile Run",22.7
"Ansonia School District","=""0020011""","Grade 4","Push Up",24.6
"Ansonia School District","=""0020011""","Grade 4","Sit and Reach",77.3
"Ansonia School District","=""0020011""","Grade 6","All Tests - District",23.9
"Ansonia School District","=""0020011""","Grade 6","Curl Up",96.3
"Ansonia School District","=""0020011""","Grade 6","Mile Run",28.8
"Ansonia School District","=""0020011""","Grade 6","Push Up",76.7
"Ansonia School District","=""0020011""","Grade 6","Sit and Reach",77.9
"Ansonia School District","=""0020011""","Grade 8","All Tests - District",25.9
"Ansonia School District","=""0020011""","Grade 8","Curl Up",86.5
