"Physical Fitness Tests: Students Reaching Health Standard, 2012-13"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"District","District Code","Grade","Test","2012-13"
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 4","All Tests - District",35.3
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 4","Curl Up",66.2
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 4","Mile Run",79.4
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 4","Push Up",60.3
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 4","Sit and Reach",80.9
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 6","All Tests - District",35.6
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 6","Curl Up",78.1
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 6","Mile Run",65.8
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 6","Push Up",89.0
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 6","Sit and Reach",60.3
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 8","All Tests - District",24.1
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 8","Curl Up",64.8
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 8","Mile Run",64.8
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 8","Push Up",42.6
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 8","Sit and Reach",94.4
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 10","All Tests - District","N/A"
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 10","Curl Up","N/A"
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 10","Mile Run","N/A"
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 10","Push Up","N/A"
"Achievement First Hartford Academy Inc. District","=""2880013""","Grade 10","Sit and Reach","N/A"
"Amistad Academy District","=""2790013""","Grade 4","All Tests - District",21.9
"Amistad Academy District","=""2790013""","Grade 4","Curl Up",83.6
"Amistad Academy District","=""2790013""","Grade 4","Mile Run",71.2
"Amistad Academy District","=""2790013""","Grade 4","Push Up",84.9
"Amistad Academy District","=""2790013""","Grade 4","Sit and Reach",72.6
"Amistad Academy District","=""2790013""","Grade 6","All Tests - District",11.1
"Amistad Academy District","=""2790013""","Grade 6","Curl Up",39.7
"Amistad Academy District","=""2790013""","Grade 6","Mile Run",71.4
"Amistad Academy District","=""2790013""","Grade 6","Push Up",44.4
"Amistad Academy District","=""2790013""","Grade 6","Sit and Reach",39.7
"Amistad Academy District","=""2790013""","Grade 8","All Tests - District",16.1
"Amistad Academy District","=""2790013""","Grade 8","Curl Up",48.2
"Amistad Academy District","=""2790013""","Grade 8","Mile Run",57.1
"Amistad Academy District","=""2790013""","Grade 8","Push Up",42.9
"Amistad Academy District","=""2790013""","Grade 8","Sit and Reach",51.8
"Amistad Academy District","=""2790013""","Grade 10","All Tests - District",15.8
"Amistad Academy District","=""2790013""","Grade 10","Curl Up",50.0
"Amistad Academy District","=""2790013""","Grade 10","Mile Run",52.6
"Amistad Academy District","=""2790013""","Grade 10","Push Up",42.1
"Amistad Academy District","=""2790013""","Grade 10","Sit and Reach",39.5
"Andover School District","=""0010011""","Grade 4","All Tests - District",68.2
"Andover School District","=""0010011""","Grade 4","Curl Up",79.5
"Andover School District","=""0010011""","Grade 4","Mile Run",95.5
"Andover School District","=""0010011""","Grade 4","Push Up",90.9
"Andover School District","=""0010011""","Grade 4","Sit and Reach",88.6
"Andover School District","=""0010011""","Grade 6","All Tests - District",70.6
"Andover School District","=""0010011""","Grade 6","Curl Up",82.4
"Andover School District","=""0010011""","Grade 6","Mile Run",94.1
