"Physical Fitness Tests: Students Reaching Health Standard, 2008-09"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"District","District Code","Grade","Test","2008-09"
"Amistad Academy District","=""2790013""","All Grades","All Tests - District","*"
"Amistad Academy District","=""2790013""","All Grades","Curl Up",55.1
"Amistad Academy District","=""2790013""","All Grades","Mile Run",10.1
"Amistad Academy District","=""2790013""","All Grades","Push Up",46.4
"Amistad Academy District","=""2790013""","All Grades","Sit and Reach",43.5
"Andover School District","=""0010011""","All Grades","All Tests - District",31.4
"Andover School District","=""0010011""","All Grades","Curl Up",58.1
"Andover School District","=""0010011""","All Grades","Mile Run",50.0
"Andover School District","=""0010011""","All Grades","Push Up",75.6
"Andover School District","=""0010011""","All Grades","Sit and Reach",83.7
"Ansonia School District","=""0020011""","All Grades","All Tests - District",23.7
"Ansonia School District","=""0020011""","All Grades","Curl Up",71.6
"Ansonia School District","=""0020011""","All Grades","Mile Run",30.2
"Ansonia School District","=""0020011""","All Grades","Push Up",56.6
"Ansonia School District","=""0020011""","All Grades","Sit and Reach",82.0
"Area Cooperative Educational Services","=""2440014""","All Grades","All Tests - District",22.6
"Area Cooperative Educational Services","=""2440014""","All Grades","Curl Up",70.3
"Area Cooperative Educational Services","=""2440014""","All Grades","Mile Run",33.1
"Area Cooperative Educational Services","=""2440014""","All Grades","Push Up",60.0
"Area Cooperative Educational Services","=""2440014""","All Grades","Sit and Reach",74.5
"Ashford School District","=""0030011""","All Grades","All Tests - District",39.3
"Ashford School District","=""0030011""","All Grades","Curl Up",94.5
"Ashford School District","=""0030011""","All Grades","Mile Run",52.1
"Ashford School District","=""0030011""","All Grades","Push Up",68.7
"Ashford School District","=""0030011""","All Grades","Sit and Reach",82.8
"Avon School District","=""0040011""","All Grades","All Tests - District",34.7
"Avon School District","=""0040011""","All Grades","Curl Up",74.3
"Avon School District","=""0040011""","All Grades","Mile Run",65.8
"Avon School District","=""0040011""","All Grades","Push Up",63.1
"Avon School District","=""0040011""","All Grades","Sit and Reach",69.0
"Barkhamsted School District","=""0050011""","All Grades","All Tests - District",50.6
"Barkhamsted School District","=""0050011""","All Grades","Curl Up",74.2
"Barkhamsted School District","=""0050011""","All Grades","Mile Run",50.6
"Barkhamsted School District","=""0050011""","All Grades","Push Up",77.5
"Barkhamsted School District","=""0050011""","All Grades","Sit and Reach",88.8
"Berlin School District","=""0070011""","All Grades","All Tests - District",50.3
"Berlin School District","=""0070011""","All Grades","Curl Up",86.8
"Berlin School District","=""0070011""","All Grades","Mile Run",63.4
"Berlin School District","=""0070011""","All Grades","Push Up",82.1
"Berlin School District","=""0070011""","All Grades","Sit and Reach",82.1
"Bethany School District","=""0080011""","All Grades","All Tests - District",55.4
"Bethany School District","=""0080011""","All Grades","Curl Up",95.2
"Bethany School District","=""0080011""","All Grades","Mile Run",68.7
"Bethany School District","=""0080011""","All Grades","Push Up",66.9
"Bethany School District","=""0080011""","All Grades","Sit and Reach",82.5
"Bethel School District","=""0090011""","All Grades","All Tests - District",40.6
"Bethel School District","=""0090011""","All Grades","Curl Up",87.1
"Bethel School District","=""0090011""","All Grades","Mile Run",56.2
"Bethel School District","=""0090011""","All Grades","Push Up",70.1
"Bethel School District","=""0090011""","All Grades","Sit and Reach",84.8
"Bloomfield School District","=""0110011""","All Grades","All Tests - District",24.9
"Bloomfield School District","=""0110011""","All Grades","Curl Up",67.5
"Bloomfield School District","=""0110011""","All Grades","Mile Run",39.9
"Bloomfield School District","=""0110011""","All Grades","Push Up",62.2
"Bloomfield School District","=""0110011""","All Grades","Sit and Reach",67.7
"Bolton School District","=""0120011""","All Grades","All Tests - District",37.3
"Bolton School District","=""0120011""","All Grades","Curl Up",83.8
"Bolton School District","=""0120011""","All Grades","Mile Run",45.6
"Bolton School District","=""0120011""","All Grades","Push Up",74.5
"Bolton School District","=""0120011""","All Grades","Sit and Reach",73.0
"Bozrah School District","=""0130011""","All Grades","All Tests - District",51.2
"Bozrah School District","=""0130011""","All Grades","Curl Up",94.0
"Bozrah School District","=""0130011""","All Grades","Mile Run",54.8
"Bozrah School District","=""0130011""","All Grades","Push Up",76.2
"Bozrah School District","=""0130011""","All Grades","Sit and Reach",77.4
"Branford School District","=""0140011""","All Grades","All Tests - District",32.7
"Branford School District","=""0140011""","All Grades","Curl Up",82.9
"Branford School District","=""0140011""","All Grades","Mile Run",52.8
"Branford School District","=""0140011""","All Grades","Push Up",65.7
"Branford School District","=""0140011""","All Grades","Sit and Reach",75.0
"Bridgeport Achievement First District","=""2850013""","All Grades","All Tests - District",0.0
"Bridgeport Achievement First District","=""2850013""","All Grades","Curl Up",70.0
"Bridgeport Achievement First District","=""2850013""","All Grades","Mile Run",0.0
"Bridgeport Achievement First District","=""2850013""","All Grades","Push Up",40.0
"Bridgeport Achievement First District","=""2850013""","All Grades","Sit and Reach",60.0
"Bridgeport School District","=""0150011""","All Grades","All Tests - District",35.0
"Bridgeport School District","=""0150011""","All Grades","Curl Up",77.9
"Bridgeport School District","=""0150011""","All Grades","Mile Run",45.0
"Bridgeport School District","=""0150011""","All Grades","Push Up",63.5
"Bridgeport School District","=""0150011""","All Grades","Sit and Reach",77.9
"Bristol School District","=""0170011""","All Grades","All Tests - District",48.4
"Bristol School District","=""0170011""","All Grades","Curl Up",89.9
