"Physical Fitness Tests: Students Reaching Health Standard, 2008-09"
"All Districts, Curl Up"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"District","District Code","Grade","Test","2008-09"
"Amistad Academy District","=""2790013""","All Grades","Curl Up",55.1
"Andover School District","=""0010011""","All Grades","Curl Up",58.1
"Ansonia School District","=""0020011""","All Grades","Curl Up",71.6
"Area Cooperative Educational Services","=""2440014""","All Grades","Curl Up",70.3
"Ashford School District","=""0030011""","All Grades","Curl Up",94.5
"Avon School District","=""0040011""","All Grades","Curl Up",74.3
"Barkhamsted School District","=""0050011""","All Grades","Curl Up",74.2
"Berlin School District","=""0070011""","All Grades","Curl Up",86.8
"Bethany School District","=""0080011""","All Grades","Curl Up",95.2
"Bethel School District","=""0090011""","All Grades","Curl Up",87.1
"Bloomfield School District","=""0110011""","All Grades","Curl Up",67.5
"Bolton School District","=""0120011""","All Grades","Curl Up",83.8
"Bozrah School District","=""0130011""","All Grades","Curl Up",94.0
"Branford School District","=""0140011""","All Grades","Curl Up",82.9
"Bridgeport Achievement First District","=""2850013""","All Grades","Curl Up",70.0
"Bridgeport School District","=""0150011""","All Grades","Curl Up",77.9
"Bristol School District","=""0170011""","All Grades","Curl Up",89.9
"Brookfield School District","=""0180011""","All Grades","Curl Up",81.3
"Brooklyn School District","=""0190011""","All Grades","Curl Up",64.5
"Canaan School District","=""0210011""","All Grades","Curl Up",100.0
"Canterbury School District","=""0220011""","All Grades","Curl Up",67.7
"Canton School District","=""0230011""","All Grades","Curl Up",94.2
"Capitol Region Education Council","=""2410014""","All Grades","Curl Up",78.6
"Chaplin School District","=""0240011""","All Grades","Curl Up",93.2
"Cheshire School District","=""0250011""","All Grades","Curl Up",80.2
"Chester School District","=""0260011""","All Grades","Curl Up",74.7
"Clinton School District","=""0270011""","All Grades","Curl Up",88.2
"Colchester School District","=""0280011""","All Grades","Curl Up",75.5
"Colebrook School District","=""0290011""","All Grades","Curl Up",75.0
"Columbia School District","=""0300011""","All Grades","Curl Up",81.6
"Common Ground High School District","=""2680013""","All Grades","Curl Up",75.0
"Connecticut Technical High School System","=""9000016""","All Grades","Curl Up",86.0
"Cooperative Educational Services","=""2430014""","All Grades","Curl Up",82.7
"Cornwall School District","=""0310011""","All Grades","Curl Up",100.0
"Coventry School District","=""0320011""","All Grades","Curl Up",76.0
"Cromwell School District","=""0330011""","All Grades","Curl Up",88.6
"Danbury School District","=""0340011""","All Grades","Curl Up",81.8
"Darien School District","=""0350011""","All Grades","Curl Up",88.0
"Deep River School District","=""0360011""","All Grades","Curl Up",96.8
"Derby School District","=""0370011""","All Grades","Curl Up",67.6
"East Granby School District","=""0400011""","All Grades","Curl Up",81.1
"East Haddam School District","=""0410011""","All Grades","Curl Up",76.5
"East Hampton School District","=""0420011""","All Grades","Curl Up",81.6
"East Hartford School District","=""0430011""","All Grades","Curl Up",79.7
"East Haven School District","=""0440011""","All Grades","Curl Up",79.8
"East Lyme School District","=""0450011""","All Grades","Curl Up",90.2
"East Windsor School District","=""0470011""","All Grades","Curl Up",75.1
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Curl Up","*"
"Eastford School District","=""0390011""","All Grades","Curl Up",98.4
"Easton School District","=""0460011""","All Grades","Curl Up",87.4
"Ellington School District","=""0480011""","All Grades","Curl Up",85.8
"Elm City College Preparatory School","=""2810013""","All Grades","Curl Up","*"
"Enfield School District","=""0490011""","All Grades","Curl Up",87.4
"Essex School District","=""0500011""","All Grades","Curl Up",93.5
"Explorations District","=""2720013""","All Grades","Curl Up","*"
"Fairfield School District","=""0510011""","All Grades","Curl Up",84.0
"Farmington School District","=""0520011""","All Grades","Curl Up",81.9
"Franklin School District","=""0530011""","All Grades","Curl Up",66.2
"Glastonbury School District","=""0540011""","All Grades","Curl Up",88.5
"Granby School District","=""0560011""","All Grades","Curl Up",76.1
"Greenwich School District","=""0570011""","All Grades","Curl Up",89.6
"Griswold School District","=""0580011""","All Grades","Curl Up",76.0
"Groton School District","=""0590011""","All Grades","Curl Up",83.8
"Guilford School District","=""0600011""","All Grades","Curl Up",92.8
"Hamden School District","=""0620011""","All Grades","Curl Up",77.9
"Hampton School District","=""0630011""","All Grades","Curl Up",97.1
"Hartford School District","=""0640011""","All Grades","Curl Up",72.5
"Hartland School District","=""0650011""","All Grades","Curl Up",95.7
"Hebron School District","=""0670011""","All Grades","Curl Up",87.1
"Highville Charter School District","=""2860013""","All Grades","Curl Up",54.7
"Integrated Day Charter School District","=""2640013""","All Grades","Curl Up",84.2
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Curl Up",70.0
"Jumoke Academy District","=""2610013""","All Grades","Curl Up",25.5
"Kent School District","=""0680011""","All Grades","Curl Up",86.4
"Killingly School District","=""0690011""","All Grades","Curl Up",69.9
"Learn","=""2450014""","All Grades","Curl Up",78.0
"Lebanon School District","=""0710011""","All Grades","Curl Up",77.1
"Ledyard School District","=""0720011""","All Grades","Curl Up",80.9
"Lisbon School District","=""0730011""","All Grades","Curl Up",84.2
"Litchfield School District","=""0740011""","All Grades","Curl Up",84.9
"Madison School District","=""0760011""","All Grades","Curl Up",86.5
"Manchester School District","=""0770011""","All Grades","Curl Up",72.9
"Mansfield School District","=""0780011""","All Grades","Curl Up",90.2
"Marlborough School District","=""0790011""","All Grades","Curl Up",77.1
"Meriden School District","=""0800011""","All Grades","Curl Up",82.6
"Middletown School District","=""0830011""","All Grades","Curl Up",75.7
"Milford School District","=""0840011""","All Grades","Curl Up",86.0
"Monroe School District","=""0850011""","All Grades","Curl Up",91.1
"Montville School District","=""0860011""","All Grades","Curl Up",58.0
"Naugatuck School District","=""0880011""","All Grades","Curl Up",71.9
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Curl Up",52.4
