"Physical Fitness Tests: Students Reaching Health Standard, 2009-10"
"All Districts, Sit and Reach"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"District","District Code","Grade","Test","2009-10"
"Achievement First Hartford Academy Inc. District","=""2880013""","All Grades","Sit and Reach",67.5
"Amistad Academy District","=""2790013""","All Grades","Sit and Reach",63.9
"Andover School District","=""0010011""","All Grades","Sit and Reach",86.4
"Ansonia School District","=""0020011""","All Grades","Sit and Reach",79.9
"Area Cooperative Educational Services","=""2440014""","All Grades","Sit and Reach",84.7
"Ashford School District","=""0030011""","All Grades","Sit and Reach",94.1
"Avon School District","=""0040011""","All Grades","Sit and Reach",74.0
"Barkhamsted School District","=""0050011""","All Grades","Sit and Reach",88.5
"Berlin School District","=""0070011""","All Grades","Sit and Reach",83.5
"Bethany School District","=""0080011""","All Grades","Sit and Reach",71.1
"Bethel School District","=""0090011""","All Grades","Sit and Reach",86.5
"Bloomfield School District","=""0110011""","All Grades","Sit and Reach",75.0
"Bolton School District","=""0120011""","All Grades","Sit and Reach",86.3
"Bozrah School District","=""0130011""","All Grades","Sit and Reach",87.3
"Branford School District","=""0140011""","All Grades","Sit and Reach",74.6
"Bridgeport Achievement First District","=""2850013""","All Grades","Sit and Reach",64.5
"Bridgeport School District","=""0150011""","All Grades","Sit and Reach",81.0
"Bristol School District","=""0170011""","All Grades","Sit and Reach",90.5
"Brookfield School District","=""0180011""","All Grades","Sit and Reach",85.7
"Brooklyn School District","=""0190011""","All Grades","Sit and Reach",71.2
"Canaan School District","=""0210011""","All Grades","Sit and Reach",100.0
"Canterbury School District","=""0220011""","All Grades","Sit and Reach",86.5
"Canton School District","=""0230011""","All Grades","Sit and Reach",89.8
"Capitol Region Education Council","=""2410014""","All Grades","Sit and Reach",79.0
"Chaplin School District","=""0240011""","All Grades","Sit and Reach",94.4
"Cheshire School District","=""0250011""","All Grades","Sit and Reach",76.5
"Chester School District","=""0260011""","All Grades","Sit and Reach",75.0
"Clinton School District","=""0270011""","All Grades","Sit and Reach",70.2
"Colchester School District","=""0280011""","All Grades","Sit and Reach",84.0
"Colebrook School District","=""0290011""","All Grades","Sit and Reach",68.6
"Columbia School District","=""0300011""","All Grades","Sit and Reach",88.1
"Common Ground High School District","=""2680013""","All Grades","Sit and Reach",90.0
"Connecticut Technical High School System","=""9000016""","All Grades","Sit and Reach",81.3
"Cooperative Educational Services","=""2430014""","All Grades","Sit and Reach",80.4
"Cornwall School District","=""0310011""","All Grades","Sit and Reach",97.3
"Coventry School District","=""0320011""","All Grades","Sit and Reach",75.8
"Cromwell School District","=""0330011""","All Grades","Sit and Reach",75.5
"Danbury School District","=""0340011""","All Grades","Sit and Reach",73.2
"Darien School District","=""0350011""","All Grades","Sit and Reach",88.6
"Deep River School District","=""0360011""","All Grades","Sit and Reach",93.3
"Derby School District","=""0370011""","All Grades","Sit and Reach",80.0
"East Granby School District","=""0400011""","All Grades","Sit and Reach",82.4
"East Haddam School District","=""0410011""","All Grades","Sit and Reach",73.6
"East Hampton School District","=""0420011""","All Grades","Sit and Reach",88.0
"East Hartford School District","=""0430011""","All Grades","Sit and Reach",84.5
"East Haven School District","=""0440011""","All Grades","Sit and Reach",88.3
"East Lyme School District","=""0450011""","All Grades","Sit and Reach",85.5
"East Windsor School District","=""0470011""","All Grades","Sit and Reach",75.9
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Sit and Reach",66.2
"Eastford School District","=""0390011""","All Grades","Sit and Reach",95.8
"Easton School District","=""0460011""","All Grades","Sit and Reach",88.5
"Ellington School District","=""0480011""","All Grades","Sit and Reach",83.3
"Elm City College Preparatory School District","=""2890013""","All Grades","Sit and Reach",64.2
"Enfield School District","=""0490011""","All Grades","Sit and Reach",83.5
"Essex School District","=""0500011""","All Grades","Sit and Reach",83.6
"Explorations District","=""2720013""","All Grades","Sit and Reach","*"
"Fairfield School District","=""0510011""","All Grades","Sit and Reach",82.5
"Farmington School District","=""0520011""","All Grades","Sit and Reach",83.5
"Franklin School District","=""0530011""","All Grades","Sit and Reach",81.3
"Glastonbury School District","=""0540011""","All Grades","Sit and Reach",84.4
"Granby School District","=""0560011""","All Grades","Sit and Reach",85.4
"Greenwich School District","=""0570011""","All Grades","Sit and Reach",84.2
"Griswold School District","=""0580011""","All Grades","Sit and Reach",81.6
"Groton School District","=""0590011""","All Grades","Sit and Reach",83.8
"Guilford School District","=""0600011""","All Grades","Sit and Reach",89.7
"Hamden School District","=""0620011""","All Grades","Sit and Reach",81.4
"Hampton School District","=""0630011""","All Grades","Sit and Reach",92.7
"Hartford School District","=""0640011""","All Grades","Sit and Reach",76.4
"Hartland School District","=""0650011""","All Grades","Sit and Reach",93.2
"Hebron School District","=""0670011""","All Grades","Sit and Reach",82.0
"Highville Charter School District","=""2860013""","All Grades","Sit and Reach",60.3
"Integrated Day Charter School District","=""2640013""","All Grades","Sit and Reach",95.0
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Sit and Reach",69.2
"Jumoke Academy District","=""2610013""","All Grades","Sit and Reach",79.2
"Kent School District","=""0680011""","All Grades","Sit and Reach",73.1
"Killingly School District","=""0690011""","All Grades","Sit and Reach",88.0
"Learn","=""2450014""","All Grades","Sit and Reach",65.2
"Lebanon School District","=""0710011""","All Grades","Sit and Reach",82.6
"Ledyard School District","=""0720011""","All Grades","Sit and Reach",77.3
"Lisbon School District","=""0730011""","All Grades","Sit and Reach",73.2
"Litchfield School District","=""0740011""","All Grades","Sit and Reach",94.2
"Madison School District","=""0760011""","All Grades","Sit and Reach",82.2
"Manchester School District","=""0770011""","All Grades","Sit and Reach",79.2
"Mansfield School District","=""0780011""","All Grades","Sit and Reach",89.0
"Marlborough School District","=""0790011""","All Grades","Sit and Reach",76.7
"Meriden School District","=""0800011""","All Grades","Sit and Reach",71.1
"Middletown School District","=""0830011""","All Grades","Sit and Reach",82.8
"Milford School District","=""0840011""","All Grades","Sit and Reach",83.0
"Monroe School District","=""0850011""","All Grades","Sit and Reach",79.7
"Montville School District","=""0860011""","All Grades","Sit and Reach",76.0
"Naugatuck School District","=""0880011""","All Grades","Sit and Reach",80.7
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Sit and Reach",80.4
"New Britain School District","=""0890011""","All Grades","Sit and Reach",76.6
"New Canaan School District","=""0900011""","All Grades","Sit and Reach",90.6
"New Fairfield School District","=""0910011""","All Grades","Sit and Reach",80.7
"New Hartford School District","=""0920011""","All Grades","Sit and Reach",69.1
"New Haven School District","=""0930011""","All Grades","Sit and Reach",70.6
"New London School District","=""0950011""","All Grades","Sit and Reach",76.8
"New Milford School District","=""0960011""","All Grades","Sit and Reach",80.2
"Newington School District","=""0940011""","All Grades","Sit and Reach",87.0
"Newtown School District","=""0970011""","All Grades","Sit and Reach",90.8
"Norfolk School District","=""0980011""","All Grades","Sit and Reach",87.5
"North Branford School District","=""0990011""","All Grades","Sit and Reach",81.8
"North Canaan School District","=""1000011""","All Grades","Sit and Reach",100.0
"North Haven School District","=""1010011""","All Grades","Sit and Reach",85.9
"North Stonington School District","=""1020011""","All Grades","Sit and Reach",81.9
"Norwalk School District","=""1030011""","All Grades","Sit and Reach",78.3
"Norwich Free Academy District","=""9010022""","All Grades","Sit and Reach",80.4
"Norwich School District","=""1040011""","All Grades","Sit and Reach",77.0
"Odyssey Community School District","=""2630013""","All Grades","Sit and Reach",76.4
"Old Saybrook School District","=""1060011""","All Grades","Sit and Reach",83.6
"Orange School District","=""1070011""","All Grades","Sit and Reach",85.0
"Oxford School District","=""1080011""","All Grades","Sit and Reach",80.5
"Park City Prep Charter School District","=""2830013""","All Grades","Sit and Reach",54.8
"Plainfield School District","=""1090011""","All Grades","Sit and Reach",81.0
"Plainville School District","=""1100011""","All Grades","Sit and Reach",87.4
"Plymouth School District","=""1110011""","All Grades","Sit and Reach",84.2
"Pomfret School District","=""1120011""","All Grades","Sit and Reach",70.7
"Portland School District","=""1130011""","All Grades","Sit and Reach",64.7
"Preston School District","=""1140011""","All Grades","Sit and Reach",63.6
"Putnam School District","=""1160011""","All Grades","Sit and Reach",82.2
"Redding School District","=""1170011""","All Grades","Sit and Reach",91.6
"Regional School District 01","=""2010012""","All Grades","Sit and Reach",92.2
"Regional School District 04","=""2040012""","All Grades","Sit and Reach",86.8
"Regional School District 05","=""2050012""","All Grades","Sit and Reach",88.5
"Regional School District 06","=""2060012""","All Grades","Sit and Reach",77.3
"Regional School District 07","=""2070012""","All Grades","Sit and Reach",77.3
"Regional School District 08","=""2080012""","All Grades","Sit and Reach",91.4
"Regional School District 10","=""2100012""","All Grades","Sit and Reach",85.7
"Regional School District 11","=""2110012""","All Grades","Sit and Reach",92.9
"Regional School District 12","=""2120012""","All Grades","Sit and Reach",95.1
"Regional School District 13","=""2130012""","All Grades","Sit and Reach",86.6
"Regional School District 14","=""2140012""","All Grades","Sit and Reach",88.1
"Regional School District 15","=""2150012""","All Grades","Sit and Reach",86.8
"Regional School District 16","=""2160012""","All Grades","Sit and Reach",82.1
"Regional School District 17","=""2170012""","All Grades","Sit and Reach",89.7
"Regional School District 18","=""2180012""","All Grades","Sit and Reach",79.0
"Regional School District 19","=""2190012""","All Grades","Sit and Reach",88.9
"Ridgefield School District","=""1180011""","All Grades","Sit and Reach",82.1
"Rocky Hill School District","=""1190011""","All Grades","Sit and Reach",91.0
"Salem School District","=""1210011""","All Grades","Sit and Reach",94.9
"Salisbury School District","=""1220011""","All Grades","Sit and Reach",91.2
"Scotland School District","=""1230011""","All Grades","Sit and Reach",82.4
"Seymour School District","=""1240011""","All Grades","Sit and Reach",85.2
"Sharon School District","=""1250011""","All Grades","Sit and Reach",81.0
"Shelton School District","=""1260011""","All Grades","Sit and Reach",86.5
"Sherman School District","=""1270011""","All Grades","Sit and Reach",87.8
"Side By Side Charter School District","=""2700013""","All Grades","Sit and Reach",98.4
"Simsbury School District","=""1280011""","All Grades","Sit and Reach",89.0
"Somers School District","=""1290011""","All Grades","Sit and Reach",81.3
"South Windsor School District","=""1320011""","All Grades","Sit and Reach",82.4
"Southington School District","=""1310011""","All Grades","Sit and Reach",81.2
"Sprague School District","=""1330011""","All Grades","Sit and Reach",96.9
"Stafford School District","=""1340011""","All Grades","Sit and Reach",86.0
"Stamford Academy District","=""2820013""","All Grades","Sit and Reach",61.1
"Stamford School District","=""1350011""","All Grades","Sit and Reach",84.2
"Sterling School District","=""1360011""","All Grades","Sit and Reach",98.2
"Stonington School District","=""1370011""","All Grades","Sit and Reach",94.0
"Stratford School District","=""1380011""","All Grades","Sit and Reach",86.5
"Suffield School District","=""1390011""","All Grades","Sit and Reach",78.9
"The Bridge Academy District","=""2690013""","All Grades","Sit and Reach",71.1
"The Gilbert School District","=""9020022""","All Grades","Sit and Reach",73.0
"Thomaston School District","=""1400011""","All Grades","Sit and Reach",94.7
